name,part_url,color,cas_latency,manufacturer,part_number,form_factor,is_ecc,is_registered,modules_count,modules_size,memory_type,frequency
Crucial Pro Overclocking 32 GB,https://pcpartpicker.com/product/QF9wrH/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5b,Black,36.0,Crucial,CP2K16G60C36U5B,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/kTJp99/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000c36,Black,36.0,Corsair,CMH32GX5M2E6000C36,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance LPX 32 GB,https://pcpartpicker.com/product/W6ndnQ/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3200-memory-cmk32gx4m2e3200c16,Black / Yellow,16.0,Corsair,CMK32GX4M2E3200C16,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/p6RFf7/corsair-memory-cmk16gx4m2b3200c16,Black / Yellow,16.0,Corsair,CMK16GX4M2B3200C16,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Silicon Power GAMING 16 GB,https://pcpartpicker.com/product/P4FKHx/silicon-power-gaming-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-sp016gxlzu320bdaj5,Black / Gray,16.0,Silicon Power,SP016GXLZU320BDAJ5|SU016GXLZU320BDAJ5,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
G.Skill Flare X5 32 GB,https://pcpartpicker.com/product/pwxRsY/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-fx5,Black,36.0,G.Skill,F5-6000J3636F16GX2-FX5,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/hbJgXL/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbk2-16,Black,40.0,Kingston,KF552C40BBK2-16,288-pin DIMM (DDR5),False,False,2,8,DDR5,5200.0
Corsair Vengeance RGB 64 GB,https://pcpartpicker.com/product/WTMMnQ/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000c30,Black,30.0,Corsair,CMH64GX5M2B6000C30,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Patriot Viper Elite 5 16 GB,https://pcpartpicker.com/product/G79nTW/patriot-viper-elite-5-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-veb516g6030w,White,30.0,Patriot,VEB516G6030W,288-pin DIMM (DDR5),False,False,1,16,DDR5,6000.0
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/q7LdnQ/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbek2-32,Black,30.0,Kingston,KF560C30BBEK2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance RGB Pro 32 GB,https://pcpartpicker.com/product/khmFf7/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3600-memory-cmw32gx4m2z3600c18,Black,18.0,Corsair,CMW32GX4M2Z3600C18,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Crucial Pro 32 GB,https://pcpartpicker.com/product/3L9wrH/crucial-pro-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-cp2k16g56c46u5,Black,46.0,Crucial,CP2K16G56C46U5,288-pin DIMM (DDR5),False,False,2,16,DDR5,5600.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/KXV2FT/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000c36w,White / Silver,36.0,Corsair,CMH32GX5M2E6000C36W,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Crucial Pro 32 GB,https://pcpartpicker.com/product/TQjRsY/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5b,Black,38.0,Crucial,CP2K16G64C38U5B,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
Corsair Vengeance RGB 16 GB,https://pcpartpicker.com/product/MJzXsY/corsair-vengeance-rgb-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-cmh16gx5m2b5200c40,Black / Gray,40.0,Corsair,CMH16GX5M2B5200C40,288-pin DIMM (DDR5),False,False,2,8,DDR5,5200.0
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/Cf98TW/gskill-ripjaws-v-series-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gvkb,Black,16.0,G.Skill,F4-3200C16D-16GVKB,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
G.Skill Trident Z5 Neo RGB 32 GB,https://pcpartpicker.com/product/CXKKHx/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-tz5nr,Black,30.0,G.Skill,F5-6000J3038F16GX2-TZ5NR,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance RGB Pro 16 GB,https://pcpartpicker.com/product/QDhKHx/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16,Black,16.0,Corsair,CMW16GX4M2C3200C16,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/NWhv6h/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-32,Black,30.0,Kingston,KF560C30BBEAK2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Patriot Viper Venom 32 GB,https://pcpartpicker.com/product/4cCCmG/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pvv532g600c30k,Black / White,30.0,Patriot,PVV532G600C30K,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
TEAMGROUP T-Force Vulcan Z 16 GB,https://pcpartpicker.com/product/z3VD4D/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-memory-tlzgd416g3200hc16cdc01,Black,16.0,TEAMGROUP,TLZGD416G3200HC16CDC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Crucial CT2K8G4DFRA32A 16 GB,https://pcpartpicker.com/product/qVjNnQ/crucial-ct2k8g4dfra32a-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-ct2k8g4dfra32a,Green,22.0,Crucial,CT2K8G4DFRA32A,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/JkfxFT/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmk32gx5m2b6000c30,Black / Gray,30.0,Corsair,CMK32GX5M2B6000C30,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Crucial Pro 64 GB,https://pcpartpicker.com/product/KP8Pxr/crucial-pro-64-gb-2-x-32-gb-ddr5-6000-cl40-memory-cp2k32g60c40u5b,Black,40.0,Crucial,CP2K32G60C40U5B,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
G.Skill Trident Z5 Neo RGB 64 GB,https://pcpartpicker.com/product/hRQcCJ/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-tz5nr,Black / Silver,30.0,G.Skill,F5-6000J3040G32GX2-TZ5NR,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/6YfnTW/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-kf432c16bbk216,Black,16.0,Kingston,KF432C16BBK216,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Kingston FURY Beast 8 GB,https://pcpartpicker.com/product/PkbTwP/kingston-fury-beast-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-kf432c16bb8,Black,16.0,Kingston,KF432C16BB8,288-pin DIMM (DDR4),False,False,1,8,DDR4,3200.0
Crucial Pro Overclocking 32 GB,https://pcpartpicker.com/product/xVy8TW/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cp2k16g64c32u5b,Black,32.0,Crucial,CP2K16G64C32U5B,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
Patriot Viper Venom 16 GB,https://pcpartpicker.com/product/pYm2FT/patriot-viper-venom-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-pvv516g600c36gk,Black / Silver,36.0,Patriot,PVV516G600C36GK,288-pin DIMM (DDR5),False,False,2,8,DDR5,6000.0
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/WFVmP6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff4d532g6000hc30dc01,White,30.0,TEAMGROUP,FF4D532G6000HC30DC01,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/P2tLrH/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr5-6000-cl38-memory-ff4d516g6000hc38adc01,White,38.0,TEAMGROUP,FF4D516G6000HC38ADC01,288-pin DIMM (DDR5),False,False,2,8,DDR5,6000.0
TEAMGROUP T-Create Expert 32 GB,https://pcpartpicker.com/product/H9CZxr/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ctced532g6000hc30dc01,Black,30.0,TEAMGROUP,CTCED532G6000HC30DC01,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston FURY Beast 128 GB,https://pcpartpicker.com/product/6VvdnQ/kingston-fury-beast-128-gb-4-x-32-gb-ddr4-3600-cl18-memory-kf436c18bbk4128,Black,18.0,Kingston,KF436C18BBK4/128,288-pin DIMM (DDR4),False,False,4,32,DDR4,3600.0
G.Skill Ripjaws V 32 GB,https://pcpartpicker.com/product/kXbkcf/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16d-32gvk,Black,16.0,G.Skill,F4-3200C16D-32GVK,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Crucial Classic 16 GB,https://pcpartpicker.com/product/y4BzK8/crucial-classic-16-gb-2-x-8-gb-ddr5-5600-cl46-memory-ct2k8g56c46u5,Black,46.0,Crucial,CT2K8G56C46U5,288-pin DIMM (DDR5),False,False,2,8,DDR5,5600.0
Crucial CT16G48C40U5 16 GB,https://pcpartpicker.com/product/vGNxFT/crucial-ct16g48c40u5-16-gb-1-x-16-gb-ddr5-4800-cl40-memory-ct16g48c40u5,Black,40.0,Crucial,CT16G48C40U5,288-pin DIMM (DDR5),False,False,1,16,DDR5,4800.0
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/jBZzK8/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c16d-16gvkc,Black,16.0,G.Skill,F4-3600C16D-16GVKC,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
Crucial Pro Overclocking 32 GB,https://pcpartpicker.com/product/63TZxr/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5w,White,36.0,Crucial,CP2K16G60C36U5W,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Patriot Signature Line 4 GB,https://pcpartpicker.com/product/BdBhP6/patriot-signature-line-4-gb-1-x-4-gb-ddr4-2666-cl19-memory-psd44g266681s,,19.0,Patriot,PSD44G266681S,288-pin DIMM (DDR4),False,False,1,4,DDR4,2666.0
Corsair Vengeance LPX 256 GB,https://pcpartpicker.com/product/g4GnTW/corsair-vengeance-lpx-256-gb-8-x-32-gb-ddr4-3600-memory-cmk256gx4m8d3600c18,Black / Yellow,18.0,Corsair,CMK256GX4M8D3600C18,288-pin DIMM (DDR4),False,False,8,32,DDR4,3600.0
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/2JLFf7/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff3d532g6000hc30dc01,Black,30.0,TEAMGROUP,FF3D532G6000HC30DC01,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance LPX 32 GB,https://pcpartpicker.com/product/VhmFf7/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-memory-cmk32gx4m2z3600c18,Black / Yellow,18.0,Corsair,CMK32GX4M2Z3600C18,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
G.Skill F4-3200C16Q2-128GTZSK 128 GB,https://pcpartpicker.com/product/fTGbt6/gskill-f4-3200c16q2-128gtzsk-128-gb-8-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16q2-128gtzsk,Gray / Black,16.0,G.Skill,F4-3200C16Q2-128GTZSK,288-pin DIMM (DDR4),False,False,8,16,DDR4,3200.0
G.Skill Trident Z RGB 16 GB,https://pcpartpicker.com/product/ybrcCJ/gskill-tridentz-rgb-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c16d-16gtzr,Black,16.0,G.Skill,F4-3200C16D-16GTZR,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
G.Skill Trident Z RGB 32 GB,https://pcpartpicker.com/product/fBLwrH/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gtzr,Black,18.0,G.Skill,F4-3600C18D-32GTZR,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/p7Z9TW/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-kf552c40bbk2-32,Black / Silver,40.0,Kingston,KF552C40BBK2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,5200.0
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/XTXV3C/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr5-6000-cl38-memory-ff3d516g6000hc38adc01,Black,38.0,TEAMGROUP,FF3D516G6000HC38ADC01,288-pin DIMM (DDR5),False,False,2,8,DDR5,6000.0
Patriot Viper Venom 32 GB,https://pcpartpicker.com/product/Yyqrxr/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-pvv532g640c32k,Black / White,32.0,Patriot,PVV532G640C32K,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
Crucial CT2K16G48C40U5 32 GB,https://pcpartpicker.com/product/vGH7YJ/crucial-32-gb-2-x-16-gb-ddr5-4800-cl40-memory-ct2k16g48c40u5,Black,40.0,Crucial,CT2K16G48C40U5,288-pin DIMM (DDR5),False,False,2,16,DDR5,4800.0
Corsair Vengeance RGB Pro 32 GB,https://pcpartpicker.com/product/27TzK8/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-memory-cmw32gx4m2e3200c16,Black,16.0,Corsair,CMW32GX4M2E3200C16,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/3q2WGX/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kf432c16bbk232,Black,16.0,Kingston,KF432C16BBK2/32,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Kingston FURY 16 GB,https://pcpartpicker.com/product/vkJp99/kingston-fury-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-kf556c40bwa-16,White,40.0,Kingston,KF556C40BWA-16,288-pin DIMM (DDR5),False,False,1,16,DDR5,5600.0
Corsair Vengeance 128 GB,https://pcpartpicker.com/product/LPvscf/corsair-vengeance-128-gb-2-x-64-gb-ddr5-6400-cl42-memory-cmk128gx5m2b6400c42,Black,42.0,Corsair,CMK128GX5M2B6400C42,288-pin DIMM (DDR5),False,False,2,64,DDR5,6400.0
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/mpx2FT/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-3200-memory-cmk16gx4m2e3200c16,Black,16.0,Corsair,CMK16GX4M2E3200C16,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Silicon Power Value Gaming 32 GB,https://pcpartpicker.com/product/cCKscf/silicon-power-value-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afdeae,Black,30.0,Silicon Power,SP032GXLWU60AFDEAE|SP032GXLWU60AFDJ|SU032GXLWU60AFDJEC,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Crucial Pro 32 GB,https://pcpartpicker.com/product/ZNJp99/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5w,White,38.0,Crucial,CP2K16G64C38U5W,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/GpNYcf/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000z36,Black,36.0,Corsair,CMK32GX5M2E6000Z36,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Silicon Power GAMING 32 GB,https://pcpartpicker.com/product/B8QcCJ/silicon-power-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bdaj7,Black,16.0,Silicon Power,SP032GXLZU320BDAJ7|SU032GXLZU320BDAJ7,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Klevv BOLT X 16 GB,https://pcpartpicker.com/product/QGbTwP/klevv-bolt-x-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-kd48gu880-36a180u,Black,18.0,Klevv,KD48GU880-36A180U,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
G.Skill Trident Z5 Royal Neo RGB 32 GB,https://pcpartpicker.com/product/Hm6NnQ/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-tr5ns,Silver,28.0,G.Skill,F5-6000J2836G16GX2-TR5NS,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
G.Skill Flare X5 64 GB,https://pcpartpicker.com/product/6QcgXL/gskill-flare-x5-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-fx5,Black,30.0,G.Skill,F5-6000J3040G32GX2-FX5,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Crucial CT8G4DFS824A 8 GB,https://pcpartpicker.com/product/pyRzK8/crucial-8gb-1-x-8gb-ddr4-2133-memory-ct8g4dfs824a,Green,17.0,Crucial,CT8G4DFS824A,288-pin DIMM (DDR4),False,False,1,8,DDR4,2400.0
G.Skill Ripjaws S5 32 GB,https://pcpartpicker.com/product/XsqPxr/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rs5k,Black,36.0,G.Skill,F5-6000J3636F16GX2-RS5K,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Vengeance RGB 192 GB,https://pcpartpicker.com/product/xrV2FT/corsair-vengeance-rgb-192-gb-4-x-48-gb-ddr5-5200-cl38-memory-cmh192gx5m4b5200c38,Black,38.0,Corsair,CMH192GX5M4B5200C38,288-pin DIMM (DDR5),False,False,4,48,DDR5,5200.0
Corsair Vengeance RGB 128 GB,https://pcpartpicker.com/product/GqNscf/corsair-vengeance-rgb-128-gb-2-x-64-gb-ddr5-6400-cl42-memory-cmh128gx5m2b6400c42,Black,42.0,Corsair,CMH128GX5M2B6400C42,288-pin DIMM (DDR5),False,False,2,64,DDR5,6400.0
TEAMGROUP T-Force DELTAα RGB 16 GB,https://pcpartpicker.com/product/WxyH99/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr5-6000-cl38-memory-ff8d516g6000hc38adc01,White,38.0,TEAMGROUP,FF8D516G6000HC38ADC01,288-pin DIMM (DDR5),False,False,2,8,DDR5,6000.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/hhBG3C/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-5200-cl40-memory-kf552c40bb-16,Black / Silver,40.0,Kingston,KF552C40BB-16,288-pin DIMM (DDR5),False,False,1,16,DDR5,5200.0
G.Skill Flare X5 16 GB,https://pcpartpicker.com/product/yL7MnQ/gskill-flare-x5-16-gb-1-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx1-fx5,Black,36.0,G.Skill,F5-6000J3636F16GX1-FX5,288-pin DIMM (DDR5),False,False,1,16,DDR5,6000.0
Corsair Vengeance 16 GB,https://pcpartpicker.com/product/H6rqqs/corsair-vengeance-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-cmk16gx5m2b5200c40,Black,40.0,Corsair,CMK16GX5M2B5200C40,288-pin DIMM (DDR5),False,False,2,8,DDR5,5200.0
Kingston Server Premier 64 GB,https://pcpartpicker.com/product/PnVmP6/kingston-server-premier-64-gb-1-x-64-gb-registered-ddr4-3200-cl22-memory-ksm32rd464hcr,,22.0,Kingston,KSM32RD4/64HCR,288-pin DIMM (DDR4),True,True,1,64,DDR4,3200.0
TEAMGROUP T-Force Vulcan 32 GB,https://pcpartpicker.com/product/HNZXsY/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-flbd532g6000hc30dc01,Black,30.0,TEAMGROUP,FLBD532G6000HC30DC01,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
G.Skill Flare X5 32 GB,https://pcpartpicker.com/product/LBstt6/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-fx5,Black,30.0,G.Skill,F5-6000J3038F16GX2-FX5,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Crucial Pro 32 GB,https://pcpartpicker.com/product/FRKscf/crucial-pro-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-cp2k16g4dfra32a,Black,22.0,Crucial,CP2K16G4DFRA32A,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Kingston FURY Beast RGB 64 GB,https://pcpartpicker.com/product/kTsV3C/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kf564c32bbeak2-64,Black,32.0,Kingston,KF564C32BBEAK2-64,288-pin DIMM (DDR5),False,False,2,32,DDR5,6400.0
Patriot Viper Venom 32 GB,https://pcpartpicker.com/product/8fWzK8/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-pvv532g600c36k,Black / White,36.0,Patriot,PVV532G600C36K,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Lexar Ares RGB 16 GB,https://pcpartpicker.com/product/zW7scf/lexar-ares-rgb-16-gb-2-x-8-gb-ddr4-3866-cl18-memory-ld4eu008g-r3866gdwa,White,18.0,Lexar,LD4EU008G-R3866GDWA,288-pin DIMM (DDR4),False,False,2,8,DDR4,3866.0
Corsair Vengeance RGB Pro 32 GB,https://pcpartpicker.com/product/HycG3C/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmw32gx4m2e3200c16w,White,16.0,Corsair,CMW32GX4M2E3200C16W,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/mjt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000z30k,Gray,30.0,Corsair,CMH32GX5M2B6000Z30K,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Corsair Dominator Titanium 64 GB,https://pcpartpicker.com/product/bWKscf/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmp64gx5m2x6600c32w,White,32.0,Corsair,CMP64GX5M2X6600C32W,288-pin DIMM (DDR5),False,False,2,32,DDR5,6600.0
Kingston FURY Beast 128 GB,https://pcpartpicker.com/product/mjrRsY/kingston-fury-beast-128-gb-4-x-32-gb-ddr4-3200-cl16-memory-kf432c16bbk4128,Black,16.0,Kingston,KF432C16BBK4/128,288-pin DIMM (DDR4),False,False,4,32,DDR4,3200.0
Corsair Vengeance LPX 32 GB,https://pcpartpicker.com/product/Yg3mP6/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-memory-cmk32gx4m2d3600c18,Black / Yellow,18.0,Corsair,CMK32GX4M2D3600C18,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Patriot Viper Steel 32 GB,https://pcpartpicker.com/product/v3FKHx/patriot-viper-steel-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-pvs432g320c6k,Silver / Black,16.0,Patriot,PVS432G320C6K,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/j6sV3C/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmh32gx5m2b6400c36,Black,36.0,Corsair,CMH32GX5M2B6400C36,288-pin DIMM (DDR5),False,False,2,16,DDR5,6400.0
V-Color TRA564G60D436O 512 GB,https://pcpartpicker.com/product/2YFmP6/v-color-tra564g60d436o-512-gb-8-x-64-gb-registered-ddr5-6000-cl36-memory-tra564g60d436o,Black,36.0,V-Color,TRA564G60D436O,288-pin DIMM (DDR5),True,True,8,64,DDR5,6000.0
Crucial CT16G56C46U5 16 GB,https://pcpartpicker.com/product/TTvdnQ/crucial-ct16g56c46u5-16-gb-1-x-16-gb-ddr5-5600-cl46-memory-ct16g56c46u5,Black,46.0,Crucial,CT16G56C46U5,288-pin DIMM (DDR5),False,False,1,16,DDR5,5600.0
Silicon Power SP016GLLTU160N22 16 GB,https://pcpartpicker.com/product/yvZ9TW/silicon-power-16-gb-2-x-8-gb-ddr3-1600-cl11-memory-sp016glltu160n22,Green,11.0,Silicon Power,SP016GLLTU160N22,240-pin DIMM (DDR3),False,False,2,8,DDR3,1600.0
Corsair Vengeance RGB Pro 16 GB,https://pcpartpicker.com/product/vfDJ7P/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16w,White,16.0,Corsair,CMW16GX4M2C3200C16W,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
G.Skill Ripjaws V 32 GB,https://pcpartpicker.com/product/zcH8TW/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gvkc,Black,16.0,G.Skill,F4-3600C16D-32GVKC,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Kingston FURY Beast 64 GB,https://pcpartpicker.com/product/3jFmP6/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bbek2-64,Black,30.0,Kingston,KF560C30BBEK2-64,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Corsair Vengeance LPX 8 GB,https://pcpartpicker.com/product/sMbkcf/corsair-memory-cmk8gx4m1a2400c16,Black / Yellow,16.0,Corsair,CMK8GX4M1A2400C16,288-pin DIMM (DDR4),False,False,1,8,DDR4,2400.0
Corsair Vengeance 192 GB,https://pcpartpicker.com/product/BXP8TW/corsair-vengeance-192-gb-4-x-48-gb-ddr5-5200-cl38-memory-cmk192gx5m4b5200c38,Black,38.0,Corsair,CMK192GX5M4B5200C38,288-pin DIMM (DDR5),False,False,4,48,DDR5,5200.0
