name,part_url,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,manufacturer,part_number,socket,max_memory,ecc_support
Intel Xeon E5-2623 V3,https://pcpartpicker.com/product/39Trxr/intel-cpu-cm8064401832000,4,3.0,3.5,Haswell,105,,Intel,CM8064401832000,LGA2011-3,,True
Intel Xeon E5-2650 V3,https://pcpartpicker.com/product/XNnG3C/intel-cpu-cm8064401723701,10,2.3,3.0,Haswell,105,,Intel,CM8064401723701,LGA2011-3,,True
Intel Core i3-3240,https://pcpartpicker.com/product/P7YWGX/intel-cpu-cm8063701137900,2,3.4,,Ivy Bridge,55,Intel HD Graphics 2500,Intel,CM8063701137900,LGA1155,,False
Intel Core i7-4770T,https://pcpartpicker.com/product/tycMnQ/intel-cpu-cm8064601465902,4,2.5,,Haswell,45,Intel HD Graphics 4600,Intel,CM8064601465902,LGA1150,,False
AMD A4-7300,https://pcpartpicker.com/product/Z9Trxr/amd-cpu-ad7300okhlbox,2,3.8,4.0,Piledriver,65,Radeon HD 8470D,AMD,AD7300OKHLBOX,FM2,,False
Intel Core i3-6320,https://pcpartpicker.com/product/qTCrxr/intel-cpu-cm8066201926904,2,3.9,,Skylake,51,Intel HD Graphics 530,Intel,CM8066201926904,LGA1151,64.0,True
AMD Opteron 6320,https://pcpartpicker.com/product/CP648d/amd-cpu-os6320wkt8ghk,8,2.8,3.3,Piledriver,115,,AMD,OS6320WKT8GHK,G34,,False
Intel Xeon E5-2603 V4,https://pcpartpicker.com/product/gk98TW/intel-cpu-bx80660e52603v4,6,1.7,,Broadwell,85,,Intel,BX80660E52603V4,LGA2011-3,1536.0,True
AMD Athlon X4 860K,https://pcpartpicker.com/product/J9rcCJ/amd-athlon-x4-860k-37ghz-quad-core-processor-ad860kxbjasbx,4,3.7,4.0,Steamroller,95,,AMD,AD860KXBJASBX,FM2+,,False
Intel Celeron G3930T,https://pcpartpicker.com/product/J2fmP6/intel-celeron-g3930t-27ghz-dual-core-oemtray-processor-cm8067703016211,2,2.7,,Kaby Lake,35,Intel HD Graphics 610,Intel,CM8067703016211,LGA1151,64.0,True
Intel Core i5-7500T,https://pcpartpicker.com/product/jCvZxr/intel-core-i5-7500t-27ghz-quad-core-oemtray-processor-cm8067702868115,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,Intel,CM8067702868115,LGA1151,64.0,False
Intel Core i7-7820X,https://pcpartpicker.com/product/cZM323/intel-i7-7820x-36ghz-8-core-processor-bxc80673i77820x,8,3.6,4.5,Skylake,140,,Intel,BXC80673I77820X,LGA2066,128.0,False
AMD A8-7650K,https://pcpartpicker.com/product/Kgbkcf/amd-a8-7650k-33ghz-quad-core-processor-ad765kxbjasbx,4,3.3,3.7,Steamroller,95,Radeon R7 (on-die),AMD,AD765KXBJASBX,FM2+,,False
Intel Xeon E5-2440V2,https://pcpartpicker.com/product/RD38TW/intel-xeon-e5-2440v2-19ghz-8-core-processor-bx80634e52440v2,8,1.9,2.4,Ivy Bridge,95,,Intel,BX80634E52440V2,LGA1356,384.0,True
Intel Xeon E3-1240 V6,https://pcpartpicker.com/product/PDBrxr/intel-xeon-e3-1240-v6-37ghz-quad-core-oemtray-processor-cm8067702870649,4,3.7,4.1,Kaby Lake,72,,Intel,CM8067702870649,LGA1151,64.0,True
Intel Core i9-7920X,https://pcpartpicker.com/product/kMRFf7/intel-core-i9-7920x-29ghz-12-core-oemtray-processor-cd8067303753300,12,2.9,4.4,Skylake,140,,Intel,CD8067303753300,LGA2066,128.0,False
Intel Core i9-7960X,https://pcpartpicker.com/product/kZkwrH/intel-core-i9-7960x-28ghz-16-core-oemtray-processor-cd8067303734802,16,2.8,4.4,Skylake,165,,Intel,CD8067303734802,LGA2066,128.0,False
Intel Core i3-8300T,https://pcpartpicker.com/product/Rhm323/intel-core-i3-8300t-32ghz-quad-core-oemtray-processor-cm8068403377212,4,3.2,,Coffee Lake,35,Intel UHD Graphics 630,Intel,CM8068403377212,LGA1151,64.0,True
AMD Athlon 240GE,https://pcpartpicker.com/product/FYjJ7P/amd-athlon-240ge-35-ghz-dual-core-oemtray-processor-yd240gc6m2ofb,2,3.5,,Zen,35,Radeon Vega 3,AMD,YD240GC6M2OFB,AM4,64.0,False
Intel Xeon E5-2660,https://pcpartpicker.com/product/JcDJ7P/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-sr0kk,8,2.2,3.0,Sandy Bridge,95,,Intel,SR0KK,LGA2011,,True
Intel Xeon E5-2620,https://pcpartpicker.com/product/vXw7YJ/intel-xeon-e5-2620-2-ghz-6-core-oemtray-processor-sr0kw,6,2.0,,Sandy Bridge,95,,Intel,SR0KW,LGA2011,,True
Intel Core i3-9320,https://pcpartpicker.com/product/qp9tt6/intel-core-i3-9320-37-ghz-quad-core-processor-bx80684i39320,4,3.7,4.4,Coffee Lake Refresh,62,,Intel,BX80684I39320,LGA1151,64.0,True
Intel Xeon E-2144G,https://pcpartpicker.com/product/CTc48d/intel-xeon-e-2144g-36-thz-quad-core-oemtray-processor-cm8068403654220,4,3.6,4.5,Coffee Lake,71,Intel HD Graphics P630,Intel,CM8068403654220,LGA1151,64.0,True
Intel Xeon E-2134,https://pcpartpicker.com/product/HVjJ7P/intel-xeon-e-2134-35-thz-quad-core-processor-bx80684e2134,4,3.5,4.5,Coffee Lake,71,,Intel,BX80684E2134,LGA1151,64.0,True
Intel Xeon E-2134,https://pcpartpicker.com/product/fHGnTW/intel-xeon-e-2134-35-thz-quad-core-oemtray-processor-cm8068403654319,4,3.5,4.5,Coffee Lake,71,,Intel,CM8068403654319,LGA1151,64.0,True
Intel Xeon E-2246G,https://pcpartpicker.com/product/LJyqqs/intel-xeon-e-2246g-36-thz-6-core-oemtray-processor-cm8068404227903,6,3.6,4.8,Coffee Lake Refresh,80,Intel HD Graphics P630,Intel,CM8068404227903,LGA1151,128.0,True
Intel Pentium G3420,https://pcpartpicker.com/product/Rrvqqs/intel-pentium-g3420-32-ghz-dual-core-oemtray-processor-cm8064601482522,2,3.2,,Haswell,54,Intel HD Graphics,Intel,CM8064601482522,LGA1150,,False
Intel Core i5-670,https://pcpartpicker.com/product/L3JwrH/intel-cpu-bx80616i5670,2,3.46,,Westmere,73,Intel HD Graphics,Intel,BX80616I5670,LGA1156,,False
Intel Xeon E5-2603,https://pcpartpicker.com/product/yrNp99/intel-cpu-bx80621e52603,4,1.8,,Sandy Bridge,80,,Intel,BX80621E52603,LGA2011,,True
AMD Athlon II X2 260,https://pcpartpicker.com/product/J3JwrH/amd-cpu-adx260ocgmbox,2,3.2,,K10,65,,AMD,ADX260OCGMBOX,AM3,,False
Intel Celeron 430,https://pcpartpicker.com/product/pPkD4D/intel-cpu-bx50887430,1,1.8,,Core,35,,Intel,BX50887430,LGA775,,False
Intel Celeron 450,https://pcpartpicker.com/product/7LNp99/intel-cpu-hh80557rg049512,1,2.2,,Core,35,,Intel,HH80557RG049512,LGA775,,False
AMD Phenom II X2 545,https://pcpartpicker.com/product/VpvRsY/amd-cpu-hdx545wfgibox,2,3.0,,K10,80,,AMD,HDX545WFGIBOX,AM3,,False
AMD Phenom II X2 550 Black,https://pcpartpicker.com/product/8NV48d/amd-cpu-hdz550wfgibox,2,3.1,,K10,80,,AMD,HDZ550WFGIBOX,AM3,,False
AMD Phenom II X6 1055T,https://pcpartpicker.com/product/GCQypg/amd-cpu-hdt55twfgrbox,6,2.8,,K10,125,,AMD,HDT55TWFGRBOX,AM3,,False
AMD Athlon II X3 400e,https://pcpartpicker.com/product/yCQypg/amd-cpu-ad400ehdgibox,3,2.2,,K10,45,,AMD,AD400EHDGIBOX,AM3,,False
AMD Phenom II X4 905e,https://pcpartpicker.com/product/ggfp99/amd-cpu-hd905eocgibox,4,2.5,,K10,65,,AMD,HD905EOCGIBOX,AM3,,False
AMD Phenom II X4 955 Black,https://pcpartpicker.com/product/QJdqqs/amd-cpu-hdz955fbgibox,4,3.2,,K10,125,,AMD,HDZ955FBGIBOX,AM3,,False
Intel Celeron E1200,https://pcpartpicker.com/product/7xvRsY/intel-cpu-hh80557pg025d,2,1.6,,Core,65,,Intel,HH80557PG025D,LGA775,,False
Intel Pentium E2220,https://pcpartpicker.com/product/nfLypg/intel-cpu-hh80557pg0561m,2,2.4,,Core,65,,Intel,HH80557PG0561M,LGA775,,False
Intel Core 2 Duo E4300,https://pcpartpicker.com/product/s2DwrH/intel-cpu-hh80557pg0332m,2,1.8,,Core,65,,Intel,HH80557PG0332M,LGA775,,False
Intel Core 2 Duo E4500,https://pcpartpicker.com/product/JLNp99/intel-cpu-hh80557pg0492m,2,2.2,,Core,65,,Intel,HH80557PG0492M,LGA775,,False
Intel Pentium E5500,https://pcpartpicker.com/product/Q4TmP6/intel-cpu-at80571pg0722ml,2,2.8,,Wolfdale,65,,Intel,AT80571PG0722ML,LGA775,,False
Intel Core 2 Duo E6320,https://pcpartpicker.com/product/9gfp99/intel-cpu-hh80557ph0364m,2,1.86,,Core,65,,Intel,HH80557PH0364M,LGA775,,False
Intel Pentium E6600,https://pcpartpicker.com/product/jTfp99/intel-cpu-at80571ph0832ml,2,3.06,,Wolfdale,65,,Intel,AT80571PH0832ML,LGA775,,False
Intel Core 2 Duo E6750,https://pcpartpicker.com/product/4zrG3C/intel-cpu-bx80557e6750,2,2.66,,Core,65,,Intel,BX80557E6750,LGA775,,False
Intel Core 2 Duo E7400,https://pcpartpicker.com/product/DYZQzy/intel-cpu-at80571ph0723m,2,2.8,,Wolfdale,65,,Intel,AT80571PH0723M,LGA775,,False
Intel Pentium G6950,https://pcpartpicker.com/product/VkZQzy/intel-cpu-bx80616g6950,2,2.8,,Westmere,73,Intel HD Graphics,Intel,BX80616G6950,LGA1156,,False
Intel Core i5-750S,https://pcpartpicker.com/product/c8ckcf/intel-cpu-bv80605003213ah,4,2.4,,Nehalem,82,,Intel,BV80605003213AH,LGA1156,,False
Intel Core i7-860S,https://pcpartpicker.com/product/JcsKHx/intel-cpu-bx80605i7860s,4,2.53,,Nehalem,82,,Intel,BX80605I7860S,LGA1156,,False
Intel Core 2 Extreme QX6700,https://pcpartpicker.com/product/qCQypg/intel-cpu-bx80562qx6700,4,2.66,,Core,100,,Intel,BX80562QX6700,LGA775,,False
Intel Core 2 Extreme QX6800,https://pcpartpicker.com/product/Qmzv6h/intel-cpu-bx80562qx6800,4,2.93,,Core,100,,Intel,BX80562QX6800,LGA775,,False
Intel Core 2 Extreme QX6850,https://pcpartpicker.com/product/7KTmP6/intel-cpu-hh80562xj0808m,4,3.0,,Core,130,,Intel,HH80562XJ0808M,LGA775,,False
Intel Core 2 Extreme QX9650,https://pcpartpicker.com/product/mbYXsY/intel-cpu-eu80569xj080nl,4,3.0,,Yorkfield,130,,Intel,EU80569XJ080NL,LGA775,,False
AMD Phenom II X4 830,https://pcpartpicker.com/product/qLR48d/amd-cpu-hdx830wfk4dgm,4,2.8,,K10,95,,AMD,HDX830WFK4DGM,AM3,,False
AMD Phenom II X4 960T Black,https://pcpartpicker.com/product/9jV48d/amd-cpu-hd96ztwfk4dgr,4,3.0,,K10,95,,AMD,HD96ZTWFK4DGR,AM3,,False
AMD Athlon II X2 245,https://pcpartpicker.com/product/GPphP6/amd-cpu-adx245ock23gm,2,2.9,,K10,65,,AMD,ADX245OCK23GM,AM3,,False
AMD Sempron 130,https://pcpartpicker.com/product/FnR48d/amd-cpu-sdx130hbk12gq,1,2.6,,K10,45,,AMD,SDX130HBK12GQ,AM3,,False
AMD A6-3500,https://pcpartpicker.com/product/v7Lypg/amd-cpu-ad3500ojgxbox,3,2.1,,Lynx,65,Radeon HD 6530D,AMD,AD3500OJGXBOX,FM1,,False
Intel Pentium G860,https://pcpartpicker.com/product/CnDwrH/intel-cpu-bx80623g860,2,3.0,,Sandy Bridge,65,Intel HD Graphics,Intel,BX80623G860,LGA1155,,False
Intel Core i5-2450P,https://pcpartpicker.com/product/jKjG3C/intel-cpu-bx80623i52450p,4,3.2,,Sandy Bridge,95,,Intel,BX80623i52450P,LGA1155,,False
AMD FX-8150,https://pcpartpicker.com/product/DWphP6/amd-cpu-fd8150frguwox,8,3.6,,Bulldozer,125,,AMD,FD8150FRGUWOX,AM3+,,False
Intel Pentium G870,https://pcpartpicker.com/product/PFjG3C/intel-cpu-bx80623g870,2,3.1,,Sandy Bridge,65,Intel HD Graphics,Intel,BX80623G870,LGA1155,,False
Intel Celeron G555,https://pcpartpicker.com/product/HCTmP6/intel-cpu-bx80623g555,2,2.7,,Sandy Bridge,65,Intel HD Graphics,Intel,BX80623G555,LGA1155,,False
Intel Xeon E3-1225,https://pcpartpicker.com/product/mhbp99/intel-cpu-bx80623e31225,4,3.1,,Sandy Bridge,95,Intel HD Graphics,Intel,BX80623E31225,LGA1155,,True
Intel Xeon E3-1275 V2,https://pcpartpicker.com/product/2G9KHx/intel-cpu-bx80637e31275v2,4,3.5,,Ivy Bridge,77,Intel HD Graphics P4000,Intel,BX80637E31275V2,LGA1155,,True
AMD FX-4130,https://pcpartpicker.com/product/6bbp99/amd-cpu-fd4130frgubox,4,3.8,,Bulldozer,125,,AMD,FD4130FRGUBOX,AM3+,,False
Intel Xeon E5-1660,https://pcpartpicker.com/product/WL3RsY/intel-cpu-bx80621e51660,6,3.3,3.9,Sandy Bridge,130,,Intel,BX80621E51660,LGA2011,,True
Intel Xeon E5-2660,https://pcpartpicker.com/product/srNp99/intel-cpu-bx80621e52660,8,2.2,3.0,Sandy Bridge,95,,Intel,BX80621E52660,LGA2011,,True
AMD A4-4020,https://pcpartpicker.com/product/JJsKHx/amd-cpu-ad4020okhlbox,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,AMD,AD4020OKHLBOX,FM2,,False
Intel Pentium G3258,https://pcpartpicker.com/product/4XCwrH/intel-cpu-cm8064601482573,2,3.2,,Haswell Refresh,53,Intel HD Graphics,Intel,CM8064601482573,LGA1150,,True
AMD Sempron X2 198,https://pcpartpicker.com/product/2xh9TW/amd-cpu-sd198xojz22gx,2,2.5,,Lynx,65,,AMD,SD198XOJZ22GX,FM1,,False
AMD Sempron X2 198,https://pcpartpicker.com/product/wYphP6/amd-cpu-sd198xojgxbox,2,2.5,,Lynx,65,,AMD,SD198XOJGXBOX,FM1,,False
AMD A10-6700T,https://pcpartpicker.com/product/H3fp99/amd-cpu-ad670tyha44hl,4,2.5,3.5,Piledriver,45,Radeon HD 8650D,AMD,AD670TYHA44HL,FM2,,False
AMD A4-3400,https://pcpartpicker.com/product/kwMFf7/amd-cpu-ad3400ojz22gx,2,2.7,,Lynx,65,Radeon HD 6410D,AMD,AD3400OJZ22GX,FM1,,False
AMD A4-4000,https://pcpartpicker.com/product/VBQypg/amd-cpu-ad4000oka23hl,2,3.0,,Piledriver,65,Radeon HD 7480D,AMD,AD4000OKA23HL,FM2,,False
Intel Celeron G470,https://pcpartpicker.com/product/64XfrH/intel-cpu-cm8062301264401,1,2.0,,Sandy Bridge,35,Intel HD Graphics,Intel,CM8062301264401,LGA1155,,False
AMD FX-4100,https://pcpartpicker.com/product/Tr9KHx/amd-cpu-fd4100wmw4kgu,4,3.6,,Bulldozer,95,,AMD,FD4100WMW4KGU,AM3+,,False
AMD FX-4300,https://pcpartpicker.com/product/fmV48d/amd-cpu-fd4300wmw4mhk,4,3.8,,Piledriver,95,,AMD,FD4300WMW4MHK,AM3+,,False
AMD FX-8370,https://pcpartpicker.com/product/Lp98TW/amd-cpu-fd8370frw8khk,8,4.0,4.3,Piledriver,125,,AMD,FD8370FRW8KHK,AM3+,,False
AMD FX-8370E,https://pcpartpicker.com/product/G2FXsY/amd-cpu-fd837ewmw8khk,8,3.3,4.3,Piledriver,95,,AMD,FD837EWMW8KHK,AM3+,,False
AMD Athlon X4 530,https://pcpartpicker.com/product/sWGj4D/amd-cpu-ad530xjah44hm,4,2.0,,Jaguar,25,,AMD,AD530XJAH44HM,AM1,,False
Intel Xeon E5-2609 V3,https://pcpartpicker.com/product/4p98TW/intel-cpu-bx80644e52609v3,6,1.9,,Haswell,85,,Intel,BX80644E52609V3,LGA2011-3,,True
Intel Xeon E5-2630 V3,https://pcpartpicker.com/product/6QzZxr/intel-cpu-bx80644e52630v3,8,2.4,3.2,Haswell,85,,Intel,BX80644E52630V3,LGA2011-3,,True
Intel Xeon E5-2687W V3,https://pcpartpicker.com/product/qgX2FT/intel-cpu-cm8064401613502,10,3.1,3.5,Haswell,160,,Intel,CM8064401613502,LGA2011-3,,True
Intel Xeon E5-2685 V3,https://pcpartpicker.com/product/KRs8TW/intel-cpu-cm8064401684201,12,2.6,3.3,Haswell,120,,Intel,CM8064401684201,LGA2011-3,,True
Intel Xeon E5-2680 V3,https://pcpartpicker.com/product/zPx9TW/intel-cpu-bx80644e52680v3,12,2.5,3.3,Haswell,120,,Intel,BX80644E52680V3,LGA2011-3,,True
Intel Xeon E5-2603 V2,https://pcpartpicker.com/product/M72kcf/intel-cpu-cm8063501375902,4,1.8,,Ivy Bridge,80,,Intel,CM8063501375902,LGA2011,,True
AMD FX-8310,https://pcpartpicker.com/product/dTWrxr/amd-cpu-fd8310wmw8khk,8,3.4,4.3,Piledriver,95,,AMD,FD8310WMW8KHK,AM3+,,False
Intel Core i5-4570S,https://pcpartpicker.com/product/XbjWGX/intel-cpu-cm8064601465605,4,2.9,,Haswell,65,Intel HD Graphics 4600,Intel,CM8064601465605,LGA1150,,False
Intel Xeon E5-2630 V2,https://pcpartpicker.com/product/9QzZxr/intel-cpu-cm8063501288100,6,2.6,3.1,Ivy Bridge,80,,Intel,CM8063501288100,LGA2011,,True
Intel Core i7-5775C,https://pcpartpicker.com/product/Y7Trxr/intel-cpu-cm8065802483301,4,3.3,3.7,Broadwell,65,Iris Pro Graphics 6200,Intel,CM8065802483301,LGA1150,,False
AMD A8-7670K,https://pcpartpicker.com/product/Dtp323/amd-cpu-ad767kxbi44jc,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),AMD,AD767KXBI44JC,FM2+,,False
Intel Core i3-6300T,https://pcpartpicker.com/product/HdmxFT/intel-cpu-cm8066201927004,2,3.3,,Skylake,35,Intel HD Graphics 530,Intel,CM8066201927004,LGA1151,64.0,True
Intel Core i5-6600T,https://pcpartpicker.com/product/2p8H99/intel-cpu-bxc80662i56600t,4,2.7,3.5,Skylake,35,Intel HD Graphics 530,Intel,BXC80662I56600T,LGA1151,64.0,False
Intel Pentium G4520,https://pcpartpicker.com/product/zzNypg/intel-cpu-bx80662g4520,2,3.6,,Skylake,51,Intel HD Graphics 530,Intel,BX80662G4520,LGA1151,64.0,True
Intel Pentium G4500T,https://pcpartpicker.com/product/4K4NnQ/intel-cpu-cm8066201927512,2,3.0,,Skylake,35,Intel HD Graphics 530,Intel,CM8066201927512,LGA1151,64.0,True
AMD A10-7860k,https://pcpartpicker.com/product/7tnG3C/amd-cpu-ad786kybi44jc,4,3.6,4.0,Steamroller,65,Radeon R7 (on-die),AMD,AD786KYBI44JC,FM2+,,False
AMD Athlon 5370,https://pcpartpicker.com/product/syKhP6/amd-cpu-ad5370jah44hm,4,2.2,,Jaguar,25,Radeon R3 (on die),AMD,AD5370JAH44HM,AM1,,False
Intel Core i7-6950X,https://pcpartpicker.com/product/wGL7YJ/intel-cpu-bxc80671i76950x,10,3.0,3.5,Broadwell,140,,Intel,BXC80671I76950X,LGA2011-3,,False
Intel Core i7-6850K,https://pcpartpicker.com/product/YyKhP6/intel-cpu-cm8067102056100,6,3.6,3.8,Broadwell,140,,Intel,CM8067102056100,LGA2011-3,,False
Intel Xeon E5-1620 V4,https://pcpartpicker.com/product/RgBrxr/intel-xeon-e5-1620-v4-35ghz-quad-core-processor-bx80660e51620v4,4,3.5,3.8,Broadwell,140,,Intel,BX80660E51620V4,LGA2011-3,1536.0,True
Intel Core i3-7320,https://pcpartpicker.com/product/hpWrxr/intel-core-i3-7320-41ghz-dual-core-oemtray-processor-cm8067703014425,2,4.1,,Kaby Lake,51,Intel HD Graphics 630,Intel,CM8067703014425,LGA1151,64.0,True
Intel Pentium G4600T,https://pcpartpicker.com/product/pJ2rxr/intel-pentium-g4600t-30ghz-dual-core-oemtray-processor-cm8067703016014,2,3.0,,Kaby Lake,35,Intel HD Graphics 630,Intel,CM8067703016014,LGA1151,64.0,True
Intel Core i3-7100T,https://pcpartpicker.com/product/qXp323/intel-core-i3-7100t-34ghz-dual-core-processor-bx80677i37100t,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,Intel,BX80677I37100T,LGA1151,64.0,True
Intel Core i3-7300T,https://pcpartpicker.com/product/7HL7YJ/intel-core-i3-7300t-35ghz-dual-core-processor-bx80677i37300t,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,Intel,BX80677I37300T,LGA1151,64.0,True
Intel Core i3-7300T,https://pcpartpicker.com/product/VyRFf7/intel-core-i3-7300t-35ghz-dual-core-processor-bxc80677i37300t,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,Intel,BXC80677I37300T,LGA1151,64.0,True
Intel Core i3-7300T,https://pcpartpicker.com/product/mvCrxr/intel-core-i3-7300t-35ghz-dual-core-oemtray-processor-cm8067703015810,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,Intel,CM8067703015810,LGA1151,64.0,True
Intel Xeon E3-1225 V6,https://pcpartpicker.com/product/hrTrxr/intel-xeon-e3-1225-v6-33ghz-quad-core-oemtray-processor-cm8067702871024,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,Intel,CM8067702871024,LGA1151,64.0,True
AMD A6-9550,https://pcpartpicker.com/product/BpZ2FT/amd-a6-9550-38ghz-dual-core-oemtray-processor-ad9550agm23ab,2,3.8,4.0,Excavator,65,Radeon R5 (on die),AMD,AD9550AGM23AB,AM4,,False
Intel Core i5-3550S,https://pcpartpicker.com/product/sMPfrH/intel-core-i5-3550s-30ghz-quad-core-oemtray-processor-cm8063701095203,4,3.0,3.7,Ivy Bridge,65,Intel HD Graphics 2500,Intel,CM8063701095203,LGA1155,,False
Intel Pentium Gold G5500,https://pcpartpicker.com/product/nFKcCJ/intel-pentium-gold-g5500-38ghz-dual-core-oemtray-processor-cm8068403377611,2,3.8,,Coffee Lake,54,Intel UHD Graphics 630,Intel,CM8068403377611,LGA1151,64.0,True
Intel Core i3-4360,https://pcpartpicker.com/product/pNzkcf/intel-core-i3-4360-37ghz-dual-core-oemtray-processor-cm8064601482461,2,3.7,,Haswell Refresh,54,Intel HD Graphics 4600,Intel,CM8064601482461,LGA1150,,True
Intel Core i9-7940X,https://pcpartpicker.com/product/8rc48d/intel-core-i9-7940x-31ghz-14-core-oemtray-processor-cd8067303734701,14,3.1,4.4,Skylake,165,,Intel,CD8067303734701,LGA2066,128.0,False
Intel Core i9-9920X,https://pcpartpicker.com/product/pDWfrH/intel-core-i9-9920x-35-ghz-12-core-oemtray-processor-cd8067304126300,12,3.5,4.4,Skylake,165,,Intel,CD8067304126300,LGA2066,128.0,False
AMD Athlon 220GE,https://pcpartpicker.com/product/QwsmP6/amd-athlon-220ge-34-ghz-dual-core-oemtray-processor-yd220gc6m2ofb,2,3.4,,Zen,35,Radeon Vega 3,AMD,YD220GC6M2OFB,AM4,64.0,False
Intel Xeon E-2274G,https://pcpartpicker.com/product/MZJmP6/intel-xeon-e-2274g-4-thz-quad-core-processor-bx80684e2274g,4,4.0,4.9,Coffee Lake Refresh,83,Intel HD Graphics P630,Intel,BX80684E2274G,LGA1151,128.0,True
AMD A6-3670K,https://pcpartpicker.com/product/QG8Zxr/amd-cpu-ad3670wngxbox,4,2.7,,Lynx,100,Radeon HD 6530D,AMD,AD3670WNGXBOX,FM1,,False
AMD Athlon II X2 245,https://pcpartpicker.com/product/ynV48d/amd-cpu-adx245ocgqbox,2,2.9,,K10,65,,AMD,ADX245OCGQBOX,AM3,,False
Intel Celeron 440,https://pcpartpicker.com/product/RWsKHx/intel-cpu-hh80557rg041512,1,2.0,,Core,35,,Intel,HH80557RG041512,LGA775,,False
AMD Phenom II X2 550,https://pcpartpicker.com/product/ms7wrH/amd-cpu-hdx550wfgmbox,2,3.1,,K10,80,,AMD,HDX550WFGMBOX,AM3,,False
AMD Phenom II X3 720,https://pcpartpicker.com/product/jF6BD3/amd-cpu-hdx720wfgibox,3,2.8,,K10,95,,AMD,HDX720WFGIBOX,AM3,,False
AMD Phenom II X4 925,https://pcpartpicker.com/product/YjMFf7/amd-cpu-hdx925wfgibox,4,2.8,,K10,95,,AMD,HDX925WFGIBOX,AM3,,False
AMD Phenom II X4 945,https://pcpartpicker.com/product/NCQypg/amd-cpu-hdx945wfgmbox,4,3.0,,K10,125,,AMD,HDX945WFGMBOX,AM3,,False
AMD Athlon II X2 250u,https://pcpartpicker.com/product/cpvRsY/amd-cpu-ad250usck23gq,2,1.6,,K10,25,,AMD,AD250USCK23GQ,AM3,,False
AMD Athlon II X3 405e,https://pcpartpicker.com/product/dRtCmG/amd-cpu-ad405ehdgibox,3,2.3,,K10,45,,AMD,AD405EHDGIBOX,AM3,,False
AMD Athlon II X4 605e,https://pcpartpicker.com/product/XcsKHx/amd-cpu-ad605ehdgibox,4,2.3,,K10,45,,AMD,AD605EHDGIBOX,AM3,,False
AMD Phenom II X3 720 Black,https://pcpartpicker.com/product/pcsKHx/amd-cpu-hdz720wfgibox,3,2.8,,K10,95,,AMD,HDZ720WFGIBOX,AM3,,False
AMD Phenom II X4 965 Black (140W),https://pcpartpicker.com/product/3xvRsY/amd-cpu-hdz965fbgibox,4,3.4,,K10,140,,AMD,HDZ965FBGIBOX,AM3,,False
Intel Celeron E1400,https://pcpartpicker.com/product/VNV48d/intel-cpu-bx80557e1400,2,2.0,,Core,65,,Intel,BX80557E1400,LGA775,,False
Intel Celeron E1400,https://pcpartpicker.com/product/mt2kcf/intel-cpu-hh80557pg041d,2,2.0,,Core,65,,Intel,HH80557PG041D,LGA775,,False
Intel Celeron E1500,https://pcpartpicker.com/product/8V8Zxr/intel-cpu-bx80557e1500,2,2.2,,Core,65,,Intel,BX80557E1500,LGA775,,False
Intel Celeron E1600,https://pcpartpicker.com/product/rkZQzy/intel-cpu-hh80557pg056d,2,2.4,,Core,65,,Intel,HH80557PG056D,LGA775,,False
Intel Pentium E2160,https://pcpartpicker.com/product/jzrG3C/intel-cpu-bx80557e2160r,2,1.8,,Core,65,,Intel,BX80557E2160R,LGA775,,False
Intel Celeron E3300,https://pcpartpicker.com/product/G8ckcf/intel-cpu-at80571rg0601ml,2,2.5,,Wolfdale,65,,Intel,AT80571RG0601ML,LGA775,,False
Intel Pentium E5400,https://pcpartpicker.com/product/g6fp99/intel-cpu-at80571pg0682m,2,2.7,,Wolfdale,65,,Intel,AT80571PG0682M,LGA775,,False
Intel Pentium E5400,https://pcpartpicker.com/product/qvGkcf/intel-cpu-at80571pg0682ml,2,2.7,,Wolfdale,65,,Intel,AT80571PG0682ML,LGA775,,False
Intel Pentium E6300,https://pcpartpicker.com/product/FjMFf7/intel-cpu-at80571ph0722ml,2,2.8,,Wolfdale,65,,Intel,AT80571PH0722ML,LGA775,,False
Intel Pentium E6300,https://pcpartpicker.com/product/3PkD4D/intel-cpu-bx80571e6300,2,2.8,,Wolfdale,65,,Intel,BX80571E6300,LGA775,,False
Intel Core 2 Duo E6400,https://pcpartpicker.com/product/7V8Zxr/intel-cpu-bx805576400,2,2.13,,Core,65,,Intel,BX805576400,LGA775,,False
Intel Pentium E6500,https://pcpartpicker.com/product/kYZQzy/intel-cpu-at80571ph0772ml,2,2.93,,Wolfdale,65,,Intel,AT80571PH0772ML,LGA775,,False
Intel Core 2 Duo E6550,https://pcpartpicker.com/product/b3JwrH/intel-cpu-bx80557e6550,2,2.33,,Core,65,,Intel,BX80557E6550,LGA775,,False
