name,part_url,type,interface,capacity,color,manufacturer,part_number,rpm,form_factor
Toshiba Canvio Desk,https://pcpartpicker.com/product/84R48d/toshiba-external-hard-drive-hdwc250xk3j1,HDD,USB Type-A 3.2 Gen 1,5000,,Toshiba,HDWC250XK3J1,7200.0,External
Seagate Backup Plus,https://pcpartpicker.com/product/bRjG3C/seagate-external-hard-drive-stdt5000100,HDD,USB Type-A 3.2 Gen 1,5000,,Seagate,STDT5000100,,External
Seagate Backup Plus,https://pcpartpicker.com/product/mTXfrH/seagate-external-hard-drive-stdt3000100,HDD,USB Type-A 3.2 Gen 1,3000,,Seagate,STDT3000100,,External
Samsung D3 Station,https://pcpartpicker.com/product/4jX2FT/samsung-external-hard-drive-stshxd601tdb,HDD,USB Type-A 3.2 Gen 1,6000,,Samsung,STSHX-D601TDB,,External
LaCie d2,https://pcpartpicker.com/product/hwTmP6/lacie-external-hard-drive-9000465,HDD,"Thunderbolt, USB Type-A 3.2 Gen 1",5000,,LaCie,9000465,7200.0,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/G6hj4D/western-digital-external-hard-drive-wdbwlg0050hbknesn,HDD,USB Type-A 3.2 Gen 1,5000,,Western Digital,WDBWLG0050HBK-NESN,,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/q7YWGX/western-digital-external-hard-drive-wdbwlg0030hbknesn,HDD,USB Type-A 3.2 Gen 1,3000,,Western Digital,WDBWLG0030HBK-NESN,,External
Western Digital My Book,https://pcpartpicker.com/product/YQTmP6/western-digital-external-hard-drive-wdbfjk0040hbknesn,HDD,USB Type-A 3.2 Gen 1,4000,,Western Digital,WDBFJK0040HBK-NESN,,External
Western Digital My Book,https://pcpartpicker.com/product/Q67wrH/western-digital-external-hard-drive-wdbfjk0030hbknesn,HDD,USB Type-A 3.2 Gen 1,3000,,Western Digital,WDBFJK0030HBK-NESN,,External
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/GNR48d/buffalo-technology-external-hard-drive-hdwl4tu3r1,HDD,USB Type-A 3.2 Gen 1,4000,,Buffalo Technology,HD-WL4TU3R1,,External
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/ZPjRsY/teamgroup-pd20-eco-mini-2-tb-external-ssd-tpseg4002t0c102,SSD,USB Type-C,2000,White / Green,TEAMGROUP,TPSEG4002T0C102,,External
TEAMGROUP M200,https://pcpartpicker.com/product/rD9wrH/teamgroup-m200-8-tb-external-ssd-t8fed9008t0c102,SSD,USB Type-C 3.2 Gen 2x2,8000,Black,TEAMGROUP,T8FED9008T0C102,,External
Lexar SL200,https://pcpartpicker.com/product/k8grxr/lexar-sl200-512-gb-external-ssd-lsl200x512g-rnnnu,SSD,USB Type-C 3.2 Gen 1,512,Black,Lexar,LSL200X512G-RNNNU|LSL200X512G-RNNNG,,External
Lexar SL100 Pro,https://pcpartpicker.com/product/9FNYcf/lexar-sl100-pro-500-gb-external-ssd-lsl100p-500rbna,SSD,USB Type-C 3.2 Gen 1,500,Black,Lexar,LSL100P-500RBNA|LSL100P-500RB,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/NJDQzy/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano,SSD,USB Type-C 3.2 Gen 2,2000,Silver,Sabrent,SB-2TB-NANO,,External
SanDisk Professional PRO-Blade Transport,https://pcpartpicker.com/product/HpfnTW/sandisk-professional-pro-blade-transport-2-tb-external-ssd-sdpm2nb-002t-gband,SSD,USB Type-C 3.2 Gen 2x2,2000,Black,SanDisk,SDPM2NB-002T-GBAND,,External
SanDisk Professional PRO-Blade Transport,https://pcpartpicker.com/product/h2hFf7/sandisk-professional-pro-blade-transport-1-tb-external-ssd-sdpm2nb-001t-gband,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,SanDisk,SDPM2NB-001T-GBAND,,External
Apricorn Aegis Fortress,https://pcpartpicker.com/product/kyrqqs/apricorn-aegis-fortress-8-tb-external-ssd-a25-3pl256-s8000f,SSD,USB Type-A 3.2 Gen 1,8000,Black,Apricorn,A25-3PL256-S8000F,,External
Apricorn Aegis Fortress,https://pcpartpicker.com/product/8srqqs/apricorn-aegis-fortress-2-tb-external-ssd-a25-3pl256-s2000f,SSD,USB Type-A 3.2 Gen 1,2000,Black,Apricorn,A25-3PL256-S2000F,,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/q3H7YJ/apricorn-aegis-fortress-l3-5-tb-external-hard-drive-afl35tb,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",5000,Black,Apricorn,AFL35TB,5400.0,External
Seagate Expansion,https://pcpartpicker.com/product/wwDQzy/seagate-expansion-500-gb-external-ssd-stlh500400,SSD,USB Type-C 3.2 Gen 1,500,Black,Seagate,STLH500400,,External
Seagate Expansion,https://pcpartpicker.com/product/DbyH99/seagate-expansion-1-tb-external-ssd-stlh1000400,SSD,USB Type-C 3.2 Gen 1,1000,Black,Seagate,STLH1000400,,External
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/F86p99/kioxia-exceria-plus-2-tb-external-ssd-lxd10s002tg8,SSD,USB Type-C 3.2 Gen 2,2000,Gray,KIOXIA,LXD10S002TG8,,External
Seagate One Touch,https://pcpartpicker.com/product/hNddnQ/seagate-one-touch-5-tb-external-hard-drive-stkc5000401,HDD,USB Type-A 3.2 Gen 1,5000,Silver,Seagate,STKC5000401,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/PWFbt6/seagate-one-touch-4-tb-external-hard-drive-stkc4000402,HDD,USB Type-A 3.2 Gen 1,4000,Blue,Seagate,STKC4000402,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/dTQcCJ/seagate-one-touch-4-tb-external-hard-drive-stkc4000401,HDD,USB Type-A 3.2 Gen 1,4000,Silver,Seagate,STKC4000401,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/y2JgXL/seagate-one-touch-4-tb-external-hard-drive-stkc4000400,HDD,USB Type-A 3.2 Gen 1,4000,Black,Seagate,STKC4000400,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/GzQcCJ/seagate-one-touch-1-tb-external-hard-drive-stkb1000404,HDD,USB Type-A 3.2 Gen 1,1000,Gray,Seagate,STKB1000404,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/NHC48d/seagate-one-touch-1-tb-external-hard-drive-stkb1000402,HDD,USB Type-A 3.2 Gen 1,1000,Blue,Seagate,STKB1000402,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/n4cG3C/seagate-one-touch-1-tb-external-hard-drive-stkb1000401,HDD,USB Type-A 3.2 Gen 1,1000,Silver,Seagate,STKB1000401,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/4QrRsY/seagate-one-touch-2-tb-external-hard-drive-stkg2000402,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",2000,Blue,Seagate,STKG2000402,5400.0,External
Samsung T5 Portable,https://pcpartpicker.com/product/bKwypg/samsung-t5-portable-1-tb-external-ssd-mu-pa1t0gww,SSD,USB Type-C 3.2 Gen 2,1000,Gold,Samsung,MU-PA1T0G/WW,,External
Samsung T5 Portable,https://pcpartpicker.com/product/tp6p99/samsung-t5-portable-1-tb-external-ssd-mu-pa1t0rww,SSD,USB Type-C 3.2 Gen 2,1000,Red,Samsung,MU-PA1T0R/WW,,External
Western Digital My Passport Ultra,https://pcpartpicker.com/product/4RRYcf/western-digital-my-passport-ultra-3-tb-external-hard-drive-wdbbkd0030bwt-nesn,HDD,USB Type-A 3.2 Gen 2,3000,White,Western Digital,WDBBKD0030BWT-NESN,5400.0,External
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/H3stt6/sandisk-g-drive-armorlock-4-tb-external-ssd-sdps41a-004t-gbanb,SSD,USB Type-C 3.2 Gen 1,4000,Black / Yellow,SanDisk,SDPS41A-004T-GBANB,,External
Western Digital My Passport,https://pcpartpicker.com/product/TRLwrH/western-digital-5-tb-external-hard-drive-wdbpkj0050bbl-wesn,HDD,USB Type-A 3.2 Gen 1,5000,Blue,Western Digital,WDBPKJ0050BBL-WESN,5400.0,External
Western Digital My Passport,https://pcpartpicker.com/product/xj3mP6/western-digital-1-tb-external-hard-drive-wdbyvg0010bwt-wesn,HDD,USB Type-A 3.2 Gen 1,1000,White,Western Digital,WDBYVG0010BWT-WESN,5400.0,External
Seagate Expansion,https://pcpartpicker.com/product/Vx3mP6/seagate-expansion-5-tb-external-hard-drive-stea5000402,HDD,USB Type-A 3.2 Gen 1,5000,Black,Seagate,STEA5000402,5400.0,External
Samsung T7 Portable,https://pcpartpicker.com/product/7hpmP6/samsung-t7-portable-500-gb-external-ssd-mu-pc500tam,SSD,USB Type-C 3.2 Gen 1,500,Black / Silver,Samsung,MU-PC500T/AM,,External
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/dMRzK8/seagate-backup-plus-ultra-touch-2-tb-external-hard-drive-sthh2000402,HDD,USB Type-A 3.2 Gen 1,2000,White,Seagate,STHH2000402,,External
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/cBw7YJ/seagate-backup-plus-ultra-touch-1-tb-external-hard-drive-sthh1000400,HDD,USB Type-A 3.2 Gen 1,1000,Black,Seagate,STHH1000400,,External
Buslink DL-4TSDU31G2,https://pcpartpicker.com/product/RQDkcf/buslink-4-tb-external-ssd-dl-4tsdu31g2,SSD,USB Type-A 3.2 Gen 2,4000,Black,Buslink,DL-4TSDU31G2,,External
Seagate Backup Plus Portable,https://pcpartpicker.com/product/PZkj4D/seagate-backup-plus-portable-5-tb-external-hard-drive-sthp5000402,HDD,USB Type-A 3.2 Gen 1,5000,Blue / White,Seagate,STHP5000402,,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/3mw7YJ/apricom-aegis-padlock-dt-14-tb-external-hard-drive-adt-3pl256f-14tb,HDD,USB Type-A 3.2 Gen 1,14000,Black,Apricorn,ADT-3PL256F-14TB,,External
Apricorn Apricorn Aegis Padlock,https://pcpartpicker.com/product/r2PKHx/apricom-apricorn-aegis-padlock-128-gb-external-ssd-a25-3pl256-s128f,SSD,USB Type-A 3.2 Gen 1,128,Black,Apricorn,A25-3PL256-S128F,,External
Asus FX HDD,https://pcpartpicker.com/product/tfH8TW/asus-fx-hdd-1-tb-external-hard-drive-ehd-a1t,HDD,USB Type-A 3.2 Gen 2,1000,Black,Asus,EHD-A1T,,External
Samsung T5,https://pcpartpicker.com/product/QNm323/samsung-t5-2-tb-external-ssd-mu-pa2t0bam,SSD,USB Type-C 3.2 Gen 1,2000,Black,Samsung,MU-PA2T0B/AM,,External
ADATA SD700,https://pcpartpicker.com/product/VGFXsY/adata-sd700-1tb-external-ssd-asd700-1tu3-cbk,SSD,USB Type-A 3.2 Gen 1,1000,,ADATA,ASD700-1TU3-CBK|ASD700-1TU31-CBK,,External
ADATA SD600,https://pcpartpicker.com/product/WBRFf7/adata-sd600-512gb-external-ssd-asd600-512gu31-cbk,SSD,USB Type-A 3.2 Gen 1,512,,ADATA,ASD600-512GU31-CBK,,External
Seagate STDR5000100,https://pcpartpicker.com/product/zKdFf7/seagate-5tb-external-hard-drive-stdr5000100,HDD,,5000,,Seagate,STDR5000100,,External
Apricorn Padlock SSD,https://pcpartpicker.com/product/KLs8TW/apricorn-padlock-ssd-240-gb-external-ssd-assd-3pl256-240f,SSD,USB Type-A 3.2 Gen 1,240,Black,Apricorn,ASSD-3PL256-240F,,External
Western Digital WDBGPU0010BBK-NESN,https://pcpartpicker.com/product/NPX2FT/western-digital-external-hard-drive-wdbgpu0010bbknesn,HDD,,1000,,Western Digital,WDBGPU0010BBK-NESN,5400.0,External
Samsung T1,https://pcpartpicker.com/product/H6hj4D/samsung-external-hard-drive-mups1t0bam,SSD,USB Type-A 3.2 Gen 1,1000,,Samsung,MU-PS1T0B/AM,,External
Toshiba Canvio Slim II,https://pcpartpicker.com/product/v2tCmG/toshiba-external-hard-drive-hdtd210xk3e1,HDD,USB Type-A 3.2 Gen 1,1000,,Toshiba,HDTD210XK3E1,5400.0,External
Apricorn Aegis Padlock,https://pcpartpicker.com/product/Ckh9TW/apricom-external-hard-drive-a25ple2561000,HDD,"eSATA 3.0 Gb/s, USB Type-A 2.0",1000,,Apricorn,A25-PLe256-1000,,External
Apricorn Aegis Portable 3.0,https://pcpartpicker.com/product/2zzv6h/apricom-external-hard-drive-a253usb500,HDD,USB Type-A 3.2 Gen 1,500,,Apricorn,A25-3USB-500,5400.0,External
Apricorn Aegis Padlock Fortress,https://pcpartpicker.com/product/B6vRsY/apricom-external-hard-drive-a253pl256500f,HDD,USB Type-A 3.2 Gen 1,500,,Apricorn,A25-3PL256-500F,5400.0,External
ADATA DashDrive Durable HD650,https://pcpartpicker.com/product/4WV48d/a-data-external-hard-drive-ahd6501tu3crd,HDD,USB Type-A 3.2 Gen 1,1000,,ADATA,AHD650-1TU3-CRD|AHD650-1TU31-CRD,,External
Hitachi HGST Touro Mobile,https://pcpartpicker.com/product/Yszv6h/hitachi-external-hard-drive-0s03454,HDD,USB Type-A 3.2 Gen 1,1000,,Hitachi,0S03454,,External
Seagate Backup Plus,https://pcpartpicker.com/product/f87wrH/seagate-external-hard-drive-stdr2000100,HDD,USB Type-A 3.2 Gen 1,2000,,Seagate,STDR2000100,,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/B2phP6/western-digital-external-hard-drive-wdbuzg5000abknesn,HDD,USB Type-A 3.2 Gen 1,500,,Western Digital,WDBUZG5000ABK-NESN,,External
Western Digital My Passport Air,https://pcpartpicker.com/product/j3qdnQ/western-digital-external-hard-drive-wdbblw5000aalnesn,HDD,USB Type-A 3.2 Gen 1,500,,Western Digital,WDBBLW5000AAL-NESN,,External
LaCie Porsche Design,https://pcpartpicker.com/product/dVh9TW/lacie-external-hard-drive-302000,HDD,USB Type-A 3.2 Gen 1,1000,,LaCie,302000,,External
LaCie Rugged Mini,https://pcpartpicker.com/product/v7fp99/lacie-external-hard-drive-301556,HDD,USB Type-A 3.2 Gen 1,500,,LaCie,301556,7200.0,External
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/Bb4gXL/buffalo-technology-external-hard-drive-hdpz500u3r,HDD,USB Type-A 3.2 Gen 1,500,,Buffalo Technology,HD-PZ500U3R,,External
Lexar ARMOR 700,https://pcpartpicker.com/product/bKvD4D/lexar-armor-700-1-tb-external-ssd-lar700x001t-rnbng,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,Lexar,LAR700X001T-RNBNG,,External
Samsung T7 Shield,https://pcpartpicker.com/product/rDYmP6/samsung-t7-shield-1-tb-external-ssd-mu-pe1t0ram,SSD,USB Type-C 3.2 Gen 2,1000,Blue,Samsung,MU-PE1T0R/AM,,External
TEAMGROUP PD1000,https://pcpartpicker.com/product/9rNYcf/teamgroup-pd1000-2-tb-external-ssd-t8fed6002t0c108,SSD,USB Type-C 3.2 Gen 2,2000,Teal,TEAMGROUP,T8FED6002T0C108,,External
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/T36NnQ/teamgroup-pd20-eco-mini-1-tb-external-ssd-tpseg4001t0c102,SSD,USB Type-C,1000,White / Green,TEAMGROUP,TPSEG4001T0C102,,External
Crucial X8,https://pcpartpicker.com/product/ngGbt6/crucial-x8-2-tb-external-ssd-ct2000x8ssd9,SSD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 2",2000,Black,Crucial,CT2000X8SSD9,,External
Seagate One Touch,https://pcpartpicker.com/product/fgGbt6/seagate-one-touch-1-tb-external-hard-drive-stkb1000400,HDD,USB Type-A 3.2 Gen 1,1000,Black,Seagate,STKB1000400,5400.0,External
Samsung T7 Shield,https://pcpartpicker.com/product/t8Gbt6/samsung-t7-shield-1-tb-external-ssd-mu-pe1t0kam,SSD,USB Type-C 3.2 Gen 2,1000,Beige,Samsung,MU-PE1T0K/AM,,External
Crucial X10,https://pcpartpicker.com/product/N4ZWGX/crucial-x10-6-tb-external-ssd-ct6000x10ssd9,SSD,USB Type-C 3.2 Gen 2x2,6000,Blue,Crucial,CT6000X10SSD9,,External
TEAMGROUP M200,https://pcpartpicker.com/product/8rNYcf/teamgroup-m200-1-tb-external-ssd-t8fed9001t0c102,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,TEAMGROUP,T8FED9001T0C102,,External
Lexar SL200,https://pcpartpicker.com/product/xtfxFT/lexar-sl200-1-tb-external-ssd-lsl200x001t-rnnnu,SSD,USB Type-C 3.2 Gen 1,1000,Black,Lexar,LSL200X001T-RNNNU|LSL200X001T-RNNNG,,External
TEAMGROUP PD20M Mag,https://pcpartpicker.com/product/gcsV3C/teamgroup-pd20m-mag-2-tb-external-ssd-tpseg2002t0c108,SSD,USB Type-C 3.2 Gen 2,2000,Black,TEAMGROUP,TPSEG2002T0C108,,External
Silicon Power PC60,https://pcpartpicker.com/product/RHJp99/silicon-power-pc60-1-tb-external-ssd-sp010tbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,1000,Black,Silicon Power,SP010TBPSDPC60CK,,External
Western Digital My Passport,https://pcpartpicker.com/product/bD6qqs/western-digital-2-tb-external-hard-drive-wdbyvg0020bwt-wesn,HDD,USB Type-A 3.2 Gen 1,2000,White,Western Digital,WDBYVG0020BWT-WESN,5400.0,External
SanDisk Extreme 900,https://pcpartpicker.com/product/dBjWGX/sandisk-external-hard-drive-sdssdex2960gg25,SSD,USB Type-A 3.2 Gen 2,960,,SanDisk,SDSSDEX2-960G-G25,,External
Western Digital easystore,https://pcpartpicker.com/product/k8NYcf/western-digital-easystore-22-tb-external-hard-drive-wdbama0220hbk-nesn,HDD,USB Type-A,22000,Black,Western Digital,WDBAMA0220HBK-NESN,5400.0,External
SanDisk SDSSDT40-4T00-NA25,https://pcpartpicker.com/product/dNbRsY/western-digital-sandisk-desk-drive-4-tb-external-ssd-sdssdt40-4t00-na25,SSD,USB Type-C 3.2 Gen 2,4000,Black,SanDisk,SDSSDT40-4T00-NA25,,External
Western Digital easystore,https://pcpartpicker.com/product/TZwypg/western-digital-easystore-16-tb-external-hard-drive-wdbama0160hbk-nesn,HDD,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",16000,Black,Western Digital,WDBAMA0160HBK-NESN,5400.0,External
Western Digital My Book,https://pcpartpicker.com/product/MtXfrH/western-digital-external-hard-drive-wdbfjk0060hbknesn,HDD,USB Type-A 3.2 Gen 1,6000,,Western Digital,WDBFJK0060HBK-NESN,,External
Seagate Backup Plus,https://pcpartpicker.com/product/zTXfrH/seagate-external-hard-drive-stdt4000100,HDD,USB Type-A 3.2 Gen 1,4000,,Seagate,STDT4000100,,External
TEAMGROUP M200,https://pcpartpicker.com/product/k9kH99/teamgroup-m200-4-tb-external-ssd-t8fed9004t0c102,SSD,USB Type-C 3.2 Gen 2x2,4000,Black,TEAMGROUP,T8FED9004T0C102,,External
TEAMGROUP PD1000,https://pcpartpicker.com/product/RvXV3C/teamgroup-pd1000-1-tb-external-ssd-t8fed6001t0c108,SSD,USB Type-C 3.2 Gen 2,1000,Teal,TEAMGROUP,T8FED6001T0C108,,External
Lexar SL500,https://pcpartpicker.com/product/zWqrxr/lexar-sl500-512-gb-external-ssd-lsl500x512g-rnbng,SSD,USB Type-C 3.2 Gen 2x2,512,Black,Lexar,LSL500X512G-RNBNG,,External
Lexar SL500,https://pcpartpicker.com/product/6mTZxr/lexar-sl500-2-tb-external-ssd-lsl500x002t-rnbng,SSD,USB Type-C 3.2 Gen 2x2,2000,Black,Lexar,LSL500X002T-RNBNG,,External
Lexar SL500,https://pcpartpicker.com/product/WPBzK8/lexar-sl500-4-tb-external-ssd-lsl500x004t-rnbng,SSD,USB Type-C 3.2 Gen 2x2,4000,Black,Lexar,LSL500X004T-RNBNG,,External
Lexar SL200,https://pcpartpicker.com/product/8Xrqqs/lexar-sl200-2-tb-external-ssd-lsl200x002t-rnnnu,SSD,USB Type-C 3.2 Gen 1,2000,Black,Lexar,LSL200X002T-RNNNU|LSL200X002T-RNNNG,,External
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/s6grxr/sabrent-rocket-nano-rugged-512-gb-external-ssd-sb-512-nawp,SSD,USB Type-C 3.2 Gen 2,512,Silver,Sabrent,SB-512-NAWP,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/LWLdnQ/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-blk,SSD,USB Type-C 3.2 Gen 2,2000,Black,Sabrent,SB-2TB-NANO-BLK,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/swcG3C/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-blk,SSD,USB Type-C 3.2 Gen 2,1000,Black,Sabrent,SB-1TB-NANO-BLK,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/yGLFf7/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano,SSD,USB Type-C 3.2 Gen 2,1000,Silver,Sabrent,SB-1TB-NANO,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/Dtnypg/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano,SSD,USB Type-C 3.2 Gen 2,512,Silver,Sabrent,SB-512-NANO,,External
Apricorn NVX,https://pcpartpicker.com/product/RhLdnQ/apricorn-nvx-500-gb-external-ssd-anvx-500gb,SSD,USB Type-C 3.2 Gen 2,500,Black,Apricorn,ANVX-500GB,,External
Silicon Power PC60,https://pcpartpicker.com/product/3dvD4D/silicon-power-pc60-960-gb-external-ssd-sp960gbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,960,Black,Silicon Power,SP960GBPSDPC60CK,,External
Silicon Power PC60,https://pcpartpicker.com/product/7ZGhP6/silicon-power-pc60-2-tb-external-ssd-sp020tbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,2000,Black,Silicon Power,SP020TBPSDPC60CK,,External
Crucial X6,https://pcpartpicker.com/product/YFvdnQ/crucial-x6-2-tb-external-ssd-ct2000x6ssd9,SSD,USB Type-C 3.2 Gen 2,2000,Black,Crucial,CT2000X6SSD9,,External
Seagate One Touch,https://pcpartpicker.com/product/LXD7YJ/seagate-one-touch-1-tb-external-hard-drive-stkb1000403,HDD,USB Type-A 3.2 Gen 1,1000,Red,Seagate,STKB1000403,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/BpC48d/seagate-one-touch-1-tb-external-hard-drive-stkg1000401,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000,Silver,Seagate,STKG1000401,5400.0,External
Western Digital My Passport,https://pcpartpicker.com/product/8vH8TW/western-digital-1-tb-external-hard-drive-wdbyvg0010brd-wesn,HDD,USB Type-A 3.2 Gen 1,1000,Red,Western Digital,WDBYVG0010BRD-WESN,5400.0,External
Samsung T7 Portable,https://pcpartpicker.com/product/xYGnTW/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0ram,SSD,USB Type-C 3.2 Gen 1,1000,Red / Silver,Samsung,MU-PC1T0R/AM,,External
Seagate Backup Plus Portable,https://pcpartpicker.com/product/mQCD4D/seagate-5-tb-external-hard-drive-stdr5000102,HDD,USB Type-A 3.2 Gen 1,5000,Blue,Seagate,STDR5000102,5400.0,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/cPMFf7/apricorn-aegis-padlock-30-500-gb-external-hard-drive-a25-3pl256-500,HDD,USB Type-A 3.2 Gen 1,500,Black,Apricorn,A25-3PL256-500,5400.0,External
Western Digital easystore,https://pcpartpicker.com/product/6szXsY/western-digital-easystore-24-tb-external-hard-drive-wdbama0240hbk-nesn,HDD,USB Type-A 3.2 Gen 1,24000,Black,Western Digital,WDBAMA0240HBK-NESN|WDBAMA0240HBK-EESE,5400.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HLLdnQ/apricorn-aegis-padlock-dt-22-tb-external-hard-drive-adt-3pl256-22tb,HDD,USB Type-A 3.2 Gen 1,22000,Black,Apricorn,ADT-3PL256-22TB,5400.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/XpLdnQ/apricorn-aegis-padlock-dt-18-tb-external-hard-drive-adt-3pl256-18tb,HDD,USB Type-A 3.2 Gen 1,18000,Black,Apricorn,ADT-3PL256-18TB,5400.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HCmxFT/apricorn-aegis-padlock-dt-6-tb-external-hard-drive-adt-3pl256-6000,HDD,USB Type-A 3.2 Gen 1,6000,Black,Apricorn,ADT-3PL256-6000,5400.0,External
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/CvQKHx/apricorn-padlock-dt-fips-20-tb-external-hard-drive-adt-3pl256f-20tb,HDD,USB Type-A 3.2 Gen 1,20000,Black,Apricorn,ADT-3PL256F-20TB,5400.0,External
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/wvBhP6/apricorn-padlock-dt-fips-12-tb-external-hard-drive-adt-3pl256f-12tb,HDD,USB Type-A 3.2 Gen 1,12000,Black,Apricorn,ADT-3PL256F-12TB,5400.0,External
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/wF9wrH/apricorn-padlock-dt-fips-10-tb-external-hard-drive-adt-3pl256f-10tb,HDD,USB Type-A 3.2 Gen 1,10000,Black,Apricorn,ADT-3PL256F-10TB,5400.0,External
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/G6grxr/apricorn-padlock-dt-fips-6-tb-external-hard-drive-adt-3pl256f-6000,HDD,USB Type-A 3.2 Gen 1,6000,Black,Apricorn,ADT-3PL256F-6000,5400.0,External
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/LKQKHx/apricorn-padlock-dt-fips-4-tb-external-hard-drive-adt-3pl256f-4000,HDD,USB Type-A 3.2 Gen 1,4000,Black,Apricorn,ADT-3PL256F-4000,5400.0,External
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/NTxxFT/apricorn-padlock-dt-fips-2-tb-external-hard-drive-adt-3pl256f-2000,HDD,USB Type-A 3.2 Gen 1,2000,Black,Apricorn,ADT-3PL256F-2000,5400.0,External
Koss Kanguru Ultra,https://pcpartpicker.com/product/fcPQzy/koss-kanguru-ultra-2-tb-external-ssd-u3nvmwp2t,SSD,USB Type-C,2000,Black,Koss,U3NVMWP2T,,External
Seagate One Touch,https://pcpartpicker.com/product/YcJgXL/seagate-one-touch-14-tb-external-hard-drive-stlc14000400,HDD,USB Type-A 3.2 Gen 1,14000,Black,Seagate,STLC14000400,,External
Seagate Backup Plus,https://pcpartpicker.com/product/qd3RsY/seagate-backup-plus-4-tb-external-hard-drive-stca4000100,HDD,USB Type-A 3.2 Gen 1,4000,Black,Seagate,STCA4000100,5900.0,External
Western Digital easystore,https://pcpartpicker.com/product/BzfnTW/western-digital-easystore-12-tb-external-hard-drive-wdbama0120hbk-nesn,HDD,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",12000,Black,Western Digital,WDBAMA0120HBK-NESN,5400.0,External
LaCie Porsche Design,https://pcpartpicker.com/product/88rRsY/lacie-porsche-design-1-tb-external-hard-drive-lac302000,HDD,USB Type-A 3.2 Gen 1,1000,Silver,LaCie,LAC302000,,External
Western Digital easystore,https://pcpartpicker.com/product/xjhmP6/western-digital-easystore-10-tb-external-hard-drive-wdbcka0100hbk-nesn,HDD,USB Type-A 3.2 Gen 2,10000,Black,Western Digital,WDBCKA0100HBK-NESN,,External
Western Digital easystore,https://pcpartpicker.com/product/hxbCmG/western-digital-easystore-14-tb-external-hard-drive-wdbcka0140hbk-nesn,HDD,USB Type-A 3.2 Gen 1,14000,,Western Digital,WDBCKA0140HBK-NESN,7200.0,External
