name,part_url,price,type,interface,capacity,price_per_gb,color
Buffalo Technology DriveStation Axis,https://pcpartpicker.com/product/Rtw323/buffalo-technology-external-hard-drive-hdlb10tu3,,Desktop,USB Type-A 3.2 Gen 1,1000,,
MSI DATAMAG,https://pcpartpicker.com/product/96pD4D/msi-datamag-1-tb-external-ssd-datamag1tb,103.99,Portable,USB Type-C 3.2 Gen 2x2,1000,,Black
Integral SlimXpress,https://pcpartpicker.com/product/DCJBD3/integral-slimxpress-4-tb-external-ssd-inssd4tport32slimx,,Portable,USB Type-C 3.2 Gen 2,4000,,Black
Integral SlimXpress,https://pcpartpicker.com/product/wt62FT/integral-slimxpress-2-tb-external-ssd-inssd2tport32slimx,,Portable,USB Type-C 3.2 Gen 2,2000,,Black
Integral SlimXpress,https://pcpartpicker.com/product/Mf7MnQ/integral-slimxpress-1-tb-external-ssd-inssd1tport32slimx,,Portable,USB Type-C 3.2 Gen 2,1000,,Black
Integral SlimXpress,https://pcpartpicker.com/product/GBm2FT/integral-slimxpress-500-gb-external-ssd-inssd500gport32slimx,,Portable,USB Type-C 3.2 Gen 2,500,,Black
Integral SlimXpress Pro,https://pcpartpicker.com/product/LCJBD3/integral-slimxpress-pro-4-tb-external-ssd-inssd4tport32slimxs,,Portable,USB Type-C 3.2 Gen 2x2,4000,,Silver / Black
Integral SlimXpress Pro,https://pcpartpicker.com/product/NLkqqs/integral-slimxpress-pro-2-tb-external-ssd-inssd2tport32slimxs,,Portable,USB Type-C 3.2 Gen 2x2,2000,,Silver / Black
Integral SlimXpress Pro,https://pcpartpicker.com/product/nmG2FT/integral-slimxpress-pro-1-tb-external-ssd-inssd1tport32slimxs,,Portable,USB Type-C 3.2 Gen 2x2,1000,,Silver / Black
Integral SlimXpress Pro,https://pcpartpicker.com/product/fMpD4D/integral-slimxpress-pro-500-gb-external-ssd-inssd500gport32slimxs,,Portable,USB Type-C 3.2 Gen 2x2,500,,Silver / Black
Lexar ARMOR 700,https://pcpartpicker.com/product/6rNYcf/lexar-armor-700-2-tb-external-ssd-lar700x002t-rnlnu,235.05,Portable,USB Type-C 3.2 Gen 2x2,2000,0.118,Blue
TEAMGROUP M200,https://pcpartpicker.com/product/mrNYcf/teamgroup-m200-500-gb-external-ssd-t8fed9500g0c102,,Portable,USB Type-C 3.2 Gen 2x2,500,,Black
TEAMGROUP M200,https://pcpartpicker.com/product/VwdG3C/teamgroup-m200-250-gb-external-ssd-t8fed9250g0c102,,Portable,USB Type-C 3.2 Gen 2x2,250,,Black
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/xTkH99/teamgroup-t-create-cinemapr-p31-4-tb-external-ssd-tpsefy004t0c802,,Portable,USB Type-C 3.2 Gen 2x2,4000,,Gray
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/8PpQzy/teamgroup-t-create-cinemapr-p31-2-tb-external-ssd-tpsefy002t0c802,,Portable,USB Type-C 3.2 Gen 2x2,2000,,Gray
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/m2sV3C/teamgroup-t-create-cinemapr-p31-1-tb-external-ssd-tpsefy001t0c802,,Portable,USB Type-C 3.2 Gen 2x2,1000,,Gray
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/VfTZxr/teamgroup-t-create-cinemapr-p31-1-tb-external-ssd-tpsefy001t0c302,178.99,Portable,USB Type-C 3.2 Gen 2x2,1000,,Black
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/7MWJ7P/teamgroup-t-create-cinemapr-p31-2-tb-external-ssd-tpsefy002t0c302,236.99,Portable,USB Type-C 3.2 Gen 2x2,2000,,Black
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/9nRwrH/teamgroup-t-create-cinemapr-p31-4-tb-external-ssd-tpsefy004t0c302,508.99,Portable,USB Type-C 3.2 Gen 2x2,4000,,Black
Lexar Professional SL600,https://pcpartpicker.com/product/bdV2FT/lexar-professional-sl600-512-gb-external-ssd-lsl600x512g-rnbng,,Portable,USB Type-C 3.2 Gen 2x2,512,,Black
Lexar SL210,https://pcpartpicker.com/product/VCXV3C/lexar-sl210-1-tb-external-ssd-lsl210x001t-rnnng,,Portable,USB Type-C 3.2 Gen 1,1000,,Black
Lexar SL210,https://pcpartpicker.com/product/mWqrxr/lexar-sl210-500-gb-external-ssd-lsl210x500g-rnnng,,Portable,USB Type-C 3.2 Gen 1,500,,Black
Lexar SL100 Pro,https://pcpartpicker.com/product/RHMMnQ/lexar-sl100-pro-1-tb-external-ssd-lsl100p-1trbna,,Portable,USB Type-C 3.2 Gen 1,1000,,Black
Lexar SL660 BLAZE,https://pcpartpicker.com/product/3dV2FT/lexar-sl660-blaze-512-gb-external-ssd-lsl660x512g-rnnnu,,Portable,USB Type-C 3.2 Gen 2x2,512,,Black
Lexar SL660 BLAZE,https://pcpartpicker.com/product/FxJp99/lexar-sl660-blaze-1-tb-external-ssd-lsl660x001t-rnnnu,,Portable,USB Type-C 3.2 Gen 2x2,1000,,Black
Sabrent Rocket nano XTRM,https://pcpartpicker.com/product/HGgrxr/sabrent-rocket-nano-xtrm-1-tb-external-ssd-sb-xtmn-1tb,223.99,Portable,USB Type-C 3.2 Gen 2,1000,0.224,Black
Sabrent Rocket Pro,https://pcpartpicker.com/product/HVP8TW/sabrent-rocket-pro-4-tb-external-ssd-sb-4tb-pro,,Portable,USB Type-C 3.2 Gen 2,4000,,Silver
Sabrent Rocket Pro,https://pcpartpicker.com/product/PPXJ7P/sabrent-rocket-pro-2-tb-external-ssd-sb-2tb-pro,,Portable,USB Type-C 3.2 Gen 2,2000,,Silver
Sabrent Rocket Pro,https://pcpartpicker.com/product/hsrqqs/sabrent-rocket-pro-1-tb-external-ssd-sb-1tb-pro,,Portable,USB Type-C 3.2 Gen 2,1000,,Silver
Sabrent Rocket Pro,https://pcpartpicker.com/product/XXqrxr/sabrent-rocket-pro-512-gb-external-ssd-sb-512-pro,,Portable,USB Type-C 3.2 Gen 2,512,,Silver
Sabrent Rocket Pro,https://pcpartpicker.com/product/dBjBD3/sabrent-rocket-pro-256-gb-external-ssd-sb-256-pro,,Portable,USB Type-C 3.2 Gen 2,256,,Silver
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/vLLdnQ/sabrent-rocket-xtrm-q-8-tb-external-ssd-sb-xtmq-8tb,,Portable,USB Type-C 3.2 Gen 2,8000,,Black
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/JF9wrH/sabrent-rocket-xtrm-q-4-tb-external-ssd-sb-xtmq-4tb,,Portable,USB Type-C 3.2 Gen 2,4000,,Black
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/chkWGX/sabrent-rocket-xtrm-q-2-tb-external-ssd-sb-xtmq-2tb,,Portable,USB Type-C 3.2 Gen 2,2000,,Black
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/PbzXsY/sabrent-rocket-xtrm-q-1-tb-external-ssd-sb-xtmq-1tb,,Portable,USB Type-C 3.2 Gen 2,1000,,Black
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/dN4Zxr/sabrent-rocket-xtrm-q-500-gb-external-ssd-sb-xtmq-500,,Portable,USB Type-C 3.2 Gen 2,500,,Black
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/CNcG3C/sabrent-rocket-nano-rugged-2-tb-external-ssd-sb-2tb-nawp,,Portable,USB Type-C 3.2 Gen 2,2000,,Silver
Sabrent Rocket Nano,https://pcpartpicker.com/product/DrsV3C/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-pnk,,Portable,USB Type-C 3.2 Gen 2,2000,,Pink
Sabrent Rocket Nano,https://pcpartpicker.com/product/wMQKHx/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-red,380.79,Portable,USB Type-C 3.2 Gen 2,2000,0.19,Red
Sabrent Rocket Nano,https://pcpartpicker.com/product/MPdG3C/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-blu,,Portable,USB Type-C 3.2 Gen 2,2000,,Blue
Sabrent Rocket Nano,https://pcpartpicker.com/product/GvQKHx/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-gld,,Portable,USB Type-C 3.2 Gen 2,2000,,Gold
Sabrent Rocket Nano,https://pcpartpicker.com/product/nk3NnQ/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-pnk,,Portable,USB Type-C 3.2 Gen 2,1000,,Pink
Sabrent Rocket Nano,https://pcpartpicker.com/product/fKQKHx/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-red,,Portable,USB Type-C 3.2 Gen 2,1000,,Red
Sabrent Rocket Nano,https://pcpartpicker.com/product/4Xqrxr/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-blu,,Portable,USB Type-C 3.2 Gen 2,1000,,Blue
Sabrent Rocket Nano,https://pcpartpicker.com/product/YpLdnQ/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-gld,,Portable,USB Type-C 3.2 Gen 2,1000,,Gold
Sabrent Rocket Nano,https://pcpartpicker.com/product/Znhv6h/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-pnk,,Portable,USB Type-C 3.2 Gen 2,512,,Pink
Sabrent Rocket Nano,https://pcpartpicker.com/product/TvQKHx/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-red,,Portable,USB Type-C 3.2 Gen 2,512,,Red
Sabrent Rocket Nano,https://pcpartpicker.com/product/BQvD4D/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-blu,,Portable,USB Type-C 3.2 Gen 2,512,,Blue
Sabrent Rocket Nano,https://pcpartpicker.com/product/zmpQzy/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-gld,,Portable,USB Type-C 3.2 Gen 2,512,,Gold
Sabrent Rocket Nano,https://pcpartpicker.com/product/j8qrxr/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-blk,,Portable,USB Type-C 3.2 Gen 2,512,,Black
Apricorn Padlock SSD,https://pcpartpicker.com/product/4mpQzy/apricorn-padlock-ssd-2-tb-external-ssd-assd-3pl256-2tbf,728.18,Portable,USB Type-A 3.2 Gen 1,2000,0.364,Black
Apricorn Padlock SSD,https://pcpartpicker.com/product/YtyH99/apricorn-padlock-ssd-1-tb-external-ssd-assd-3pl256-1tbf,541,Portable,USB Type-A 3.2 Gen 1,1000,0.541,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/bHTp99/apricorn-aegis-padlock-30-8-tb-external-ssd-a253pl256s8000,56149,Portable,USB Type-A 3.2 Gen 1,8000,7.019,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/T3n9TW/apricorn-aegis-padlock-30-4-tb-external-ssd-a25-3pl256-s4000,7536.99,Portable,USB Type-A 3.2 Gen 1,4000,1.884,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/BYYRsY/apricorn-aegis-padlock-30-2-tb-external-ssd-a25-3pl256-s2000,762.99,Portable,USB Type-A 3.2 Gen 1,2000,0.381,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/zsrqqs/apricorn-aegis-padlock-30-1-tb-external-ssd-a25-3pl256-s1000,,Portable,USB Type-A 3.2 Gen 1,1000,,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/6j9wrH/apricorn-aegis-padlock-30-256-gb-external-ssd-a25-3pl256-s256,195.99,Portable,USB Type-A 3.2 Gen 1,256,0.766,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/bZCZxr/apricorn-aegis-padlock-30-2-tb-external-hard-drive-a25-3pl256-2000,232.1,Portable,USB Type-A 3.2 Gen 1,2000,0.116,Black
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/2fcgXL/apricorn-aegis-padlock-30-1-tb-external-hard-drive-a25-3pl256-1000,207.92,Portable,USB Type-A 3.2 Gen 1,1000,0.208,Black
Apricorn Aegis Fortress,https://pcpartpicker.com/product/mKQKHx/apricorn-aegis-fortress-1-tb-external-ssd-a25-3pl256-s1000f,416.44,Portable,USB Type-A 3.2 Gen 1,1000,0.416,Black
Apricorn Aegis Fortress,https://pcpartpicker.com/product/VR9wrH/apricorn-aegis-fortress-256-gb-external-ssd-a25-3pl256-s256f,236.99,Portable,USB Type-A 3.2 Gen 1,256,0.926,Black
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/qQvD4D/apricorn-aegis-fortress-l3-2-tb-external-ssd-afl3-s2tb,893.99,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",2000,0.447,Black
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/dg8bt6/apricorn-aegis-fortress-l3-1-tb-external-ssd-afl3s1tb,493.99,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000,0.494,Black
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/Qf6p99/apricorn-aegis-fortress-l3-512-gb-external-ssd-afl3s500,325.99,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",512,0.637,Black
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/WHGbt6/apricorn-aegis-fortress-l3-4-tb-external-hard-drive-afl3-4tb,392.92,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",4000,0.098,Black
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/tR9wrH/apricorn-aegis-fortress-l3-2-tb-external-hard-drive-afl3-2tb,292.19,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",2000,0.146,Black
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/Ld92FT/apricorn-aegis-fortress-l3-1-tb-external-hard-drive-afl3-1tb,272.21,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000,0.272,Black
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/pMQKHx/apricorn-aegis-fortress-l3-500-gb-external-hard-drive-afl3-500,203,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",500,0.406,Black
VisionTek 901378,https://pcpartpicker.com/product/sVXV3C/visiontek-901378-8-tb-external-ssd-901378,,Portable,USB Type-C,8000,,Black
VisionTek 901377,https://pcpartpicker.com/product/cgxxFT/visiontek-901377-4-tb-external-ssd-901377,,Portable,USB Type-C,4000,,Black
VisionTek 901196,https://pcpartpicker.com/product/NVVD4D/visiontek-901196-1-tb-external-ssd-901196,,Portable,USB Type-C,1000,,Black
VisionTek 901195,https://pcpartpicker.com/product/nVVD4D/visiontek-901195-512-gb-external-ssd-901195,,Portable,USB Type-C,512,,Black
Silicon Power Stream S05,https://pcpartpicker.com/product/fkzXsY/silicon-power-stream-s05-1-tb-external-ssd-sp010tbphd05ss3k,,Portable,USB Type-A 3.2 Gen 1,1000,,Black
Silicon Power Stream S05,https://pcpartpicker.com/product/nw88TW/silicon-power-stream-s05-2-tb-external-ssd-sp020tbphd05ss3k,,Portable,USB Type-A 3.2 Gen 1,2000,,Black
Silicon Power Stream S05,https://pcpartpicker.com/product/NWyH99/silicon-power-stream-s05-4-tb-external-ssd-sp040tbphd05ls3k,,Portable,USB Type-A 3.2 Gen 1,4000,,Black
Silicon Power Stream S05,https://pcpartpicker.com/product/LjbRsY/silicon-power-stream-s05-5-tb-external-ssd-sp050tbphd05ls3k,,Portable,USB Type-A 3.2 Gen 1,5000,,Black
Silicon Power Bolt B75,https://pcpartpicker.com/product/bdvD4D/silicon-power-bolt-b75-120-gb-external-ssd-sp120gbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,120,,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/WP9wrH/silicon-power-bolt-b75-128-gb-external-ssd-sp128gbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,128,,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/6mQKHx/silicon-power-bolt-b75-240-gb-external-ssd-sp240gbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,240,,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/jLfxFT/silicon-power-bolt-b75-256-gb-external-ssd-sp256gbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,256,,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/zWyH99/silicon-power-bolt-b75-480-gb-external-ssd-sp480gbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,480,,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/B4Jp99/silicon-power-bolt-b75-512-gb-external-ssd-sp512gbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,512,,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/TN26Mp/silicon-power-bolt-b75-960-gb-external-ssd-sp960gbpsdb75scs,267.04,Portable,USB Type-C 3.2 Gen 1,960,0.278,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/ZrtLrH/silicon-power-bolt-b75-1-tb-external-ssd-sp010tbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,1000,,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/Yw88TW/silicon-power-bolt-b75-2-tb-external-ssd-sp020tbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,2000,,Silver
Silicon Power Bolt B75,https://pcpartpicker.com/product/4GV2FT/silicon-power-bolt-b75-4-tb-external-ssd-sp040tbpsdb75scs,,Portable,USB Type-C 3.2 Gen 1,4000,,Silver
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/mWyH99/silicon-power-bolt-b75-pro-256-gb-external-ssd-sp256gbpsd75psck,,Portable,USB Type-C 3.2 Gen 2,256,,Black
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/k8zXsY/silicon-power-bolt-b75-pro-2-tb-external-ssd-sp020tbpsd75psck,,Portable,USB Type-C 3.2 Gen 2,2000,,Black
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/rWyH99/silicon-power-bolt-b75-pro-4-tb-external-ssd-sp040tbpsd75psck,,Portable,USB Type-C 3.2 Gen 2,4000,,Black
Silicon Power PC60,https://pcpartpicker.com/product/qWyH99/silicon-power-pc60-240-gb-external-ssd-sp240gbpsdpc60ck,,Portable,USB Type-C 3.2 Gen 2,240,,Black
Silicon Power PC60,https://pcpartpicker.com/product/QhGhP6/silicon-power-pc60-480-gb-external-ssd-sp480gbpsdpc60ck,,Portable,USB Type-C 3.2 Gen 2,480,,Black
Silicon Power PC60,https://pcpartpicker.com/product/9FHqqs/silicon-power-pc60-192-tb-external-ssd-sp1k9gbpsdpc60ck,,Portable,USB Type-C 3.2 Gen 2,1920,,Black
Silicon Power PC60,https://pcpartpicker.com/product/VCgrxr/silicon-power-pc60-4-tb-external-ssd-sp040tbpsdpc60ck,,Portable,USB Type-C 3.2 Gen 2,4000,,Black
Sabrent Rocket Nano V2,https://pcpartpicker.com/product/MwyH99/sabrent-rocket-nano-v2-1-tb-external-ssd-sb-1tb-nav2,,Portable,USB Type-C 3.2 Gen 2x2,1000,,Black
Sabrent Rocket Nano V2,https://pcpartpicker.com/product/w7GhP6/sabrent-rocket-nano-v2-2-tb-external-ssd-sb-2tb-nav2,,Portable,USB Type-C 3.2 Gen 2x2,2000,,Black
Toshiba Canvio Connect II,https://pcpartpicker.com/product/C8LFf7/toshiba-canvio-connect-ii-1-tb-external-hard-drive-hdtc810xk3a1,147.99,Portable,USB Type-A 3.2 Gen 1,1000,0.148,Black
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/K4rRsY/kioxia-exceria-plus-500-gb-external-ssd-lxd10s500gg8,372.91,Portable,USB Type-C 3.2 Gen 2,500,0.746,Gray
Seagate Barracuda Fast,https://pcpartpicker.com/product/2WPgXL/seagate-barracuda-fast-500-gb-external-ssd-stjm500400,,Portable,USB Type-C,500,,Black
Verbatim Vx460,https://pcpartpicker.com/product/Csn8TW/verbatim-vx460-128-gb-external-ssd-70381,,Portable,USB Type-A 3.2 Gen 1,128,,Black
Verbatim Vx460,https://pcpartpicker.com/product/vJcG3C/verbatim-vx460-512-gb-external-ssd-70383,,Portable,USB Type-A 3.2 Gen 1,512,,Black
Crucial X8,https://pcpartpicker.com/product/LR7G3C/crucial-x8-500-gb-external-ssd-ct500x8ssd9,,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 2",500,,Black
Crucial X6,https://pcpartpicker.com/product/fzQcCJ/crucial-x6-500-gb-external-ssd-ct500x6ssd9,,Portable,USB Type-C 3.2 Gen 2,500,,Black
Western Digital My Passport For Mac,https://pcpartpicker.com/product/q2JgXL/western-digital-my-passport-for-mac-1-tb-external-hard-drive-wdbfkf0010bbk-wese,127.99,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000,0.128,Black
Seagate One Touch,https://pcpartpicker.com/product/tYkWGX/seagate-one-touch-5-tb-external-hard-drive-stkc5000404,,Portable,USB Type-A 3.2 Gen 1,5000,,Gray
Seagate One Touch,https://pcpartpicker.com/product/pYkWGX/seagate-one-touch-5-tb-external-hard-drive-stkc5000403,,Portable,USB Type-A 3.2 Gen 1,5000,,Red
Seagate One Touch,https://pcpartpicker.com/product/HtzhP6/seagate-one-touch-5-tb-external-hard-drive-stkc5000402,,Portable,USB Type-A 3.2 Gen 1,5000,,Blue
Seagate One Touch,https://pcpartpicker.com/product/JWFbt6/seagate-one-touch-4-tb-external-hard-drive-stkc4000403,,Portable,USB Type-A 3.2 Gen 1,4000,,Red
Seagate One Touch,https://pcpartpicker.com/product/sFvdnQ/seagate-one-touch-2-tb-external-hard-drive-stkb2000405,,Portable,USB Type-A 3.2 Gen 1,2000,,
Seagate One Touch,https://pcpartpicker.com/product/ctzhP6/seagate-one-touch-2-tb-external-hard-drive-stkb2000404,,Portable,USB Type-A 3.2 Gen 1,2000,,Gray
Seagate One Touch,https://pcpartpicker.com/product/DdZ9TW/seagate-one-touch-2-tb-external-hard-drive-stkb2000402,,Portable,USB Type-A 3.2 Gen 1,2000,,Blue
Seagate One Touch,https://pcpartpicker.com/product/wfQcCJ/seagate-one-touch-2-tb-external-hard-drive-stkb2000401,112.99,Portable,USB Type-A 3.2 Gen 1,2000,0.056,Silver
Seagate One Touch,https://pcpartpicker.com/product/6ZNxFT/seagate-one-touch-500-gb-external-hard-drive-stkg500401,,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500,,Silver
Seagate One Touch,https://pcpartpicker.com/product/jkpzK8/seagate-one-touch-500-gb-external-hard-drive-stkg500402,,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500,,Blue
Seagate One Touch,https://pcpartpicker.com/product/TTQcCJ/seagate-one-touch-1-tb-external-hard-drive-stkg1000402,235.99,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000,0.236,Blue
Samsung T3 Portable,https://pcpartpicker.com/product/cTKKHx/samsung-t3-portable-250-gb-external-ssd-mu-pt250bam,,Portable,USB Type-C 3.2 Gen 1,250,,
Samsung T3 Portable,https://pcpartpicker.com/product/p8Gbt6/samsung-t3-portable-2-tb-external-ssd-mu-pt2t0bam,,Portable,USB Type-C 3.2 Gen 1,2000,,
Samsung T3 Portable,https://pcpartpicker.com/product/78Gbt6/samsung-t3-portable-500-gb-external-ssd-mu-pt500bam,,Portable,USB Type-C 3.2 Gen 1,500,,
Samsung T3 Portable,https://pcpartpicker.com/product/fPC48d/samsung-t3-portable-1-tb-external-ssd-mu-pt1t0bam,,Portable,USB Type-C 3.2 Gen 1,1000,,
Samsung T5 Portable,https://pcpartpicker.com/product/Xb3gXL/samsung-t5-portable-500-gb-external-ssd-mu-pa500gww,,Portable,USB Type-C 3.2 Gen 2,500,,Gold
Samsung T5 Portable,https://pcpartpicker.com/product/hg92FT/samsung-t5-portable-500-gb-external-ssd-mu-pa500rww,,Portable,USB Type-C 3.2 Gen 2,500,,Red
Samsung T7 Portable,https://pcpartpicker.com/product/ZZpzK8/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0sww,,Portable,USB Type-C 3.2 Gen 2,1000,,Silver
Samsung T7 Portable,https://pcpartpicker.com/product/gtZ9TW/samsung-t7-portable-500-gb-external-ssd-mu-pc500kww,,Portable,USB Type-C 3.2 Gen 2,500,,Black
Samsung T7 Portable,https://pcpartpicker.com/product/HBC48d/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0sww,,Portable,USB Type-C 3.2 Gen 2,2000,,Silver
Samsung T7 Portable,https://pcpartpicker.com/product/mkYmP6/samsung-t7-portable-500-gb-external-ssd-mu-pc500sww,,Portable,USB Type-C 3.2 Gen 2,500,,Silver
Samsung T7 Portable,https://pcpartpicker.com/product/Gqt9TW/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0kww,339.99,Portable,USB Type-C 3.2 Gen 2,2000,0.17,Black
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/h9RYcf/sandisk-g-drive-armorlock-2-tb-external-ssd-sdps41a-002t-gbanb,,Portable,USB Type-C 3.2 Gen 1,2000,,Black / Yellow
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/Xf2WGX/sandisk-g-drive-armorlock-1-tb-external-ssd-sdps41a-001t-gbanb,,Portable,USB Type-C 3.2 Gen 1,1000,,Black / Yellow
Sabrent ROCKET XTRM,https://pcpartpicker.com/product/wxstt6/sabrent-rocket-xtrm-4-tb-external-ssd-sb-xtrm-4tb,,Portable,Thunderbolt,4000,,Silver
Apacer AS721,https://pcpartpicker.com/product/NWD7YJ/apacer-as721-1-tb-external-ssd-ap1tbas721b-1,,Portable,USB Type-C 3.2 Gen 1,1000,,Black
Apacer AS721,https://pcpartpicker.com/product/nw6p99/apacer-as721-500-gb-external-ssd-ap500gas721b-1,,Portable,USB Type-C 3.2 Gen 1,500,,Black
Apacer AS721,https://pcpartpicker.com/product/fkddnQ/apacer-as721-250-gb-external-ssd-ap250gas721b-1,,Portable,USB Type-C 3.2 Gen 1,250,,Black
Apacer AS722,https://pcpartpicker.com/product/4GGbt6/apacer-as722-1-tb-external-ssd-ap1tbas722b-1,,Portable,USB Type-C 3.2 Gen 1,1000,,Black
Apacer AS722,https://pcpartpicker.com/product/Yw6p99/apacer-as722-512-gb-external-ssd-ap512gas722b-1,,Portable,USB Type-C 3.2 Gen 1,512,,Black
Seagate Backup Plus Portable,https://pcpartpicker.com/product/XChmP6/seagate-backup-plus-portable-5-tb-external-hard-drive-sthp5000600,,Portable,USB Type-A 3.2 Gen 1,5000,,Black
Samsung T7 Portable,https://pcpartpicker.com/product/kThmP6/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0ram,,Portable,USB Type-C 3.2 Gen 1,2000,,Red / Silver
Samsung T7 Portable,https://pcpartpicker.com/product/3FkgXL/samsung-t7-portable-500-gb-external-ssd-mu-pc500ham,,Portable,USB Type-C 3.2 Gen 1,500,,Blue / Silver
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/s7yqqs/western-digital-g-drive-mobile-1-tb-external-hard-drive-0g10264-1,,Portable,USB Type-C 3.2 Gen 1,1000,,Silver
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/DzH8TW/western-digital-g-drive-mobile-2-tb-external-hard-drive-0g10339-1,,Portable,USB Type-C 3.2 Gen 1,2000,,Silver
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/wqwkcf/western-digital-g-drive-mobile-2-tb-external-hard-drive-0g10317-1,,Portable,USB Type-C 3.2 Gen 1,2000,,Silver
